cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
4829,0,746223,2706726,1880 Bank,Cambridge,MD,21613,6/30/2015,8/16/2015,SM,304 High Street,"DELMARVA BANCSHARES, INC.",3,0,0,4,0,Dorchester,,,1/1/1880,1/1/1934,10/31/2014,Stock,0,1,FED,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,www.1880bank.com,3087,216,2871,0,501,0,209,0,292,2708,1366,342,1000,664,6,0,670,0,670,0,670,-9,0,0,664
33785,15377,2713920,3063622,"1919 Investment Counsel & Trust Company,  National Association",Baltimore,MD,21202,6/30/2015,8/16/2015,N,100 Light Street,STIFEL FINANCIAL CORP.,1,0,0,7,0,Baltimore City,12580,"Baltimore-Columbia-Towson, MD",2/16/1993,9/29/1999,10/8/2014,Stock,0,1,OCC,DIF,New York,KANSAS CITY,Baltimore,Richmond,Northeastern,Southeast,0,0,http://www.1919ic.com,58,0,58,0,27390,4205,0,0,23185,21464,14680,1373,5411,5984,0,2493,3491,0,3491,0,3491,0,0,0,3491
57899,0,3317192,4526496,1st Advantage Bank,Saint Peters,MO,63376,6/30/2015,8/16/2015,NM,240 Salt Lick Road,"BANC INVESTORS, LLC",1,0,0,4,0,Saint Charles,41180,"St. Louis, MO-IL",1/31/2005,1/31/2005,9/10/2010,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1,http://www.1stadvantagebank.com,1516,155,1361,36,144,0,22,0,122,1344,716,102,526,125,0,0,125,0,125,0,125,-50,0,0,125
22039,0,564856,1128415,1st Bank,Broadus,MT,59317,6/30/2015,8/16/2015,SM,201 North Wilbur,"1ST UNITED BANCORPORATION, INC.",1,0,0,2,1,Richland,,,6/9/1975,6/9/1975,9/20/2014,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.our1stbank.com,692,28,664,0,534,0,41,0,493,545,348,51,146,653,0,0,653,0,653,0,653,0,96,-28,653
16419,17301,419255,1055780,1st Bank & Trust,Broken Bow,OK,74728,6/30/2015,8/16/2015,SM,710 South Park Drive,"SOUTHEASTERN BANCSHARES, INC.",4,0,0,8,1,Mccurtain,,,5/6/1946,5/6/1946,3/31/2006,Stock,0,1,FED,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,http://www/1stbankandtrust.com,2515,84,2431,60,701,0,322,0,379,1537,799,331,407,1535,53,0,1588,0,1588,0,1588,25,5750,0,1535
30367,5236,148470,0,1st Bank of Sea Isle City,Sea Isle City,NJ,8243,6/30/2015,8/16/2015,SB,4301 Landis Avenue,,3,0,0,5,0,Cape May,36140,"Ocean City, NJ",1/1/1882,11/30/1948,9/19/2014,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,Philadelphia,Northeastern,Northeast,0,1,www.1stbankseaisle.com,4148,281,3867,261,157,0,97,0,60,3227,1642,304,1281,536,0,165,371,0,371,0,371,0,0,0,371
57298,0,3048487,3559844,1st Bank Yuma,Yuma,AZ,85364,6/30/2015,8/16/2015,NM,2799 South 4th Avenue,"WESTERN ARIZONA BANCORP, INC.",4,0,0,4,0,Yuma,49740,"Yuma, AZ",9/4/2001,9/4/2001,8/9/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Phoenix,San Francisco,Western,Western,0,1,http://www.1stbankyuma.com,4900,225,4675,88,770,0,318,0,452,4027,2213,515,1299,1330,9,399,940,0,940,0,940,56,0,0,933.7
32487,8322,941653,1064791,1st Cameron State Bank,Cameron,MO,64429,6/30/2015,8/16/2015,NM,124 South Walnut,"C & M BANCSHARES, INC.",2,0,0,8,0,Clinton,28140,"Kansas City, MO-KS",8/11/1986,8/11/1986,6/29/2009,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.1stcameron.com,793,65,728,1,90,0,65,0,25,781,373,116,292,36,0,13,23,0,23,0,23,1,0,0,23
58485,0,3594797,0,1st Capital Bank,Monterey,CA,93940,6/30/2015,8/16/2015,NM,"5 Harris Court, Bldg N, # No",,5,0,0,4,0,Monterey,41500,"Salinas, CA",4/16/2007,4/16/2007,8/11/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,1,www.1stcapitalbank.com,7584,336,7248,200,429,0,60,0,369,5482,3371,603,1508,1995,0,693,1302,0,1302,0,1302,-24,0,726,1302
57657,0,3247598,3602236,"1st Century Bank,  National Association",Los Angeles,CA,90067,6/30/2015,8/16/2015,N,"1875 Century Park East, # 14","1ST CENTURY BANCSHARES, INC.",1,0,0,4,0,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",3/1/2004,3/1/2004,3/31/2006,Stock,0,0,OCC,DIF,San Francisco,SAN FRANCISCO,Los Angeles (West),San Francisco,Western,Western,0,1,www.1cbank.com,11085,332,10753,725,263,0,218,10,35,8876,5094,1079,2703,1415,75,645,845,0,845,0,845,1,0,644,797
35456,0,2920773,3118513,1st Colonial Community Bank,Collingswood,NJ,8108,6/30/2015,8/16/2015,NM,1040 Haddon Avenue,"1ST COLONIAL BANCORP, INC.",3,0,0,4,0,Camden,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6/29/2000,6/29/2000,11/1/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,Philadelphia,Northeastern,Northeast,0,1,http://www.1stcolonial.com,6825,620,6205,601,1521,0,82,0,1439,4831,2636,420,1775,2294,0,845,1449,0,1449,0,1449,192,0,0,1449
11706,12404,338945,1204083,1st Community Bank,Sherrard,IL,61281,6/30/2015,8/16/2015,NM,407 Third Street,ILLINOIS HOLDING CO.,2,0,0,2,1,Mercer,19340,"Davenport-Moline-Rock Island, IA-IL",1/1/1910,1/1/1934,3/13/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,http://www.1stcommunitybanks.com,1182,215,967,30,50,0,44,0,6,821,467,126,228,166,11,1,176,0,176,0,176,0,0,0,165.11
27552,10064,1412619,2784920,1st Constitution Bank,Cranbury,NJ,8512,6/30/2015,8/16/2015,NM,2650 Route 130,1ST CONSTITUTION BANCORP,19,0,0,4,0,Middlesex,35620,"New York-Newark-Jersey City, NY-NJ-PA",7/24/1989,7/24/1989,2/8/2014,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,www.1stconstitution.com,20250,2123,18127,500,3119,0,465,0,2654,13830,7996,2291,3543,6916,0,2226,4690,0,4690,0,4690,74,179,352,4690
34393,0,2531562,2531553,1st Equity Bank,Skokie,IL,60076,6/30/2015,8/16/2015,NM,3956 West Dempster Street,FIRST EQUITY CORP.,1,0,0,4,1,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",6/9/1997,6/9/1997,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,,1655,242,1413,3,49,0,37,0,12,821,374,86,361,638,0,6,632,0,632,0,632,-4,985,0,632
57611,0,3203996,3203987,1st Equity Bank Northwest,Buffalo Grove,IL,60089,6/30/2015,8/16/2015,NM,1330 Dundee Road,NORTHWEST EQUITY CORP.,1,0,0,4,1,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",10/15/2003,10/15/2003,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,,692,112,580,0,2,0,1,0,1,570,243,107,220,12,0,0,12,0,12,0,12,-10,0,0,12
1673,0,526452,0,1st Financial Bank USA,Dakota Dunes,SD,57049,6/30/2015,8/16/2015,NM,331 N. Dakota Dunes Blvd.,,2,0,0,3,0,Union,43580,"Sioux City, IA-NE-SD",1/1/1910,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,0,http://www.1fbusa.com,65072,7777,57295,10858,7838,0,21,0,7817,39656,15787,5428,18441,14619,0,6830,7789,0,7789,0,7789,10986,0,0,7789
58548,0,3655081,0,1st Manatee Bank,Parrish,FL,34219,6/30/2015,8/16/2015,NM,12215 Us Highway 301 N,,3,0,0,4,0,Manatee,35840,"North Port-Sarasota-Bradenton, FL",11/13/2007,11/13/2007,1/25/2010,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Tampa,Atlanta,Southern,Southeast,0,1,WWW.1STMANATEE.COM,2786,489,2297,0,381,0,7,0,374,2352,1289,351,712,326,110,146,290,0,290,0,290,-4,0,2,216.3
6646,8805,480723,0,1st National Bank,Lebanon,OH,45036,6/30/2015,8/16/2015,N,730 East Main Street,,10,0,0,4,1,Warren,17140,"Cincinnati, OH-KY-IN",1/1/1907,1/1/1934,11/1/2012,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,1,WWW.BANKWITH1ST.COM,2355,336,2019,8,2266,0,385,0,1881,3254,2095,455,704,1023,0,0,1023,0,1023,0,1023,274,535,0,1023
3564,11706,737632,3437782,1st National Bank of South Florida,Homestead,FL,33030,6/30/2015,8/16/2015,N,1550 North Krome Avenue,HOMETOWN OF HOMESTEAD BANKING COMPANY,6,0,0,4,0,Miami-Dade,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",10/24/1932,1/1/1934,3/31/2006,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,http://www.1stnatbank.com,5950,931,5019,90,739,0,389,0,350,4904,2693,674,1537,764,0,-189,953,0,953,0,953,55,0,0,953
26977,10790,1000511,2421896,1st National Community Bank,East Liverpool,OH,43920,6/30/2015,8/16/2015,N,16924 St. Clair Avenue,"TRI-STATE 1ST BANC, INC.",5,0,1,8,0,Columbiana,,,6/1/1987,6/1/1987,3/31/2006,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,www.1stncb.com,2277,132,2145,25,715,44,342,0,329,2332,1198,276,858,503,4,55,452,0,452,0,452,44,95,0,448.44
57633,0,1018927,4347208,1st Security Bank of Washington,Mountlake Terrac,WA,98043,6/30/2015,8/16/2015,SB,"6920 220th St Sw, Suite 300","FS BANCORP, INC.",8,0,0,4,0,Snohomish,42660,"Seattle-Tacoma-Bellevue, WA",4/1/2004,4/1/2004,8/10/2015,Non-Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,WWW.FSBWA.COM,14355,1681,12674,1050,8863,0,200,0,8663,13109,8166,1335,3608,7378,76,2569,4885,0,4885,0,4885,362,0,0,4834.84
9087,10250,991340,1199602,1st Source Bank,South Bend,IN,46601,6/30/2015,8/16/2015,SM,100 North Michigan Street,1ST SOURCE CORPORATION,85,0,1,4,0,St Joseph,43780,"South Bend-Mishawaka, IN-MI",1/1/1922,1/1/1934,6/7/2008,Stock,0,1,FED,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.1stsource.com,89770,5974,83796,1168,42011,9804,4564,0,27643,77248,41609,8360,27279,47391,4,16631,30764,0,30764,0,30764,-352,18032,0,30761.4
57626,0,3223305,3223293,1st State Bank,Saginaw,MI,48604,6/30/2015,8/16/2015,NM,"4800 Fashion Sq Blvd, # 100","VALLEY FINANCIAL GROUP, LTD.",4,0,0,4,0,Saginaw,40980,"Saginaw, MI",4/12/2004,4/12/2004,8/19/2013,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Detroit,Chicago,Central,Central,0,1,www.1ststatebk.com,3904,389,3515,150,504,0,70,0,434,2945,1658,304,983,924,0,318,606,0,606,0,606,46,23,20,606
22543,14261,170640,3070152,1st State Bank of Mason City,Mason City,IL,62664,6/30/2015,8/16/2015,NM,123 West Elm Street,"FIRSTATE BANCORP, INC.",1,0,0,7,1,Mason,,,11/1/1977,11/1/1977,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,www.1ststatebankmc.com,413,56,357,30,55,0,38,0,17,251,96,32,123,131,0,0,131,0,131,0,131,3,160,0,131
8426,10595,526519,1830240,1st Summit Bank,Johnstown,PA,15904,6/30/2015,8/16/2015,NM,125 Donald Lane,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",15,0,0,5,0,Cambria,27780,"Johnstown, PA",1/1/1924,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,New York,NEW YORK,Wexford,Philadelphia,Northeastern,Northeast,0,1,http://www.1stsummit.com,16612,3710,12902,665,2224,255,864,0,1105,8825,4991,1363,2471,5636,950,1563,5023,0,5023,0,5023,368,1666,0,4301
57869,0,3309393,0,"1st Trust Bank, Inc.",Hazard,KY,41701,6/30/2015,8/16/2015,NM,24 Commerce Drive,,3,0,0,4,0,Perry,,,12/13/2004,12/13/2004,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1,http://www.1sttrustbankinc.com,3774,524,3250,170,403,0,105,0,298,2487,1245,415,827,996,0,332,664,0,664,0,664,80,0,1984,664
31249,6607,350572,3800630,1st United Bank,Faribault,MN,55021,6/30/2015,8/16/2015,NM,430 4th St Nw,"FARIBAULT FSL BANCORPORATION, INC.",2,0,0,4,1,Rice,,,1/1/1920,12/18/1961,2/13/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,WWW.1STUNITED.COM,2776,152,2624,-170,461,0,115,0,346,2322,1150,381,791,933,0,4,929,0,929,0,929,69,1011,0,929
9751,0,340256,3304343,21st Century Bank,Loretto,MN,55357,6/30/2015,8/16/2015,NM,699 North Medina Street,DOLPHIN FAMILY LIMITED PARTNERSHIP,7,0,0,4,0,Hennepin,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",6/2/1917,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.21stcenturybank.com,6657,672,5985,1057,591,0,107,0,484,3648,1818,652,1178,1871,26,747,1150,0,1150,0,1150,948,0,0,1133.36
91005,0,455253,4754758,5Star Bank,Colorado Springs,CO,80914,6/30/2015,8/16/2015,NM,"Peterson Air Force Base, 455",LITTLE LONDON BANCORP,4,0,0,4,0,El Paso,17820,"Colorado Springs, CO",6/10/1980,11/5/1985,8/23/2013,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.5starbankus.com,788,43,745,173,56,0,26,0,30,351,200,48,103,277,0,103,174,0,174,0,174,0,0,0,174
27831,358,671370,0,A J Smith Federal Savings Bank,Midlothian,IL,60445,6/30/2015,8/16/2015,SA,14757 S Cicero Ave,,3,0,0,5,0,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1/1/1924,12/3/1934,7/21/2011,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.ajsmithbank.com,2619,395,2224,130,288,0,35,0,253,2485,1197,350,938,-103,73,-43,13,0,13,0,13,153,0,0,-33.72
35029,0,2775151,2775142,AB&T National Bank,Albany,GA,31708,6/30/2015,8/16/2015,N,2815 Meredyth Drive,"COMMUNITY CAPITAL BANCSHARES, INC.",4,0,0,4,0,Dougherty,10500,"Albany, GA",4/28/1999,4/28/1999,1/1/2014,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,Albany Ga,Atlanta,Southern,Southeast,0,1,www.abtgold.com,2500,242,2258,0,607,0,129,0,478,2535,1457,284,794,330,0,123,207,0,207,0,207,-150,0,21,207
32257,8059,762773,0,Abacus Federal Savings Bank,New York,NY,10013,6/30/2015,8/16/2015,SA,6 Bowery,,6,0,1,4,0,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",11/29/1984,11/29/1984,2/23/2012,Stock,0,0,OCC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,www.abacusbank.com,3386,314,3072,0,1445,0,172,0,1273,8369,2570,1168,4631,-3852,0,-381,-3471,0,-3471,0,-3471,0,0,0,-3471
30332,5179,114774,0,Abbeville Building & Loan (A State-Chartered Savings Bank),Abbeville,LA,70510,6/30/2015,8/16/2015,SB,1212 Charity Street,,1,0,0,4,0,Vermilion,29180,"Lafayette, LA",1/1/1890,8/9/1948,3/31/2006,Non-Stock,0,0,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,www.abbemae.com,1227,285,942,0,984,0,3,0,981,1292,670,167,455,634,0,225,409,0,409,0,409,21,0,0,409
30619,5642,416272,0,"Abbeville First Bank, SSB",Abbeville,SC,29620,6/30/2015,8/16/2015,SB,205 South Main St,,1,0,0,5,0,Abbeville,,,1/1/1907,5/11/1953,10/17/2013,Non-Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,http://www.abbevillefirst.com,1378,223,1155,45,82,0,24,0,58,928,473,67,388,264,0,0,264,0,264,0,264,20,0,0,264
19795,16035,198149,3612794,AbbyBank,Abbotsford,WI,54405,6/30/2015,8/16/2015,NM,401 East Spruce Street,"ABBY BANCORP, INC.",4,0,0,2,0,Marathon,48140,"Wausau, WI",3/1/1968,3/1/1968,1/15/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Chicago,Central,Central,0,1,www.abbybank.com,6262,722,5540,0,624,0,187,0,437,3924,2328,427,1169,2240,0,782,1458,0,1458,0,1458,11,800,0,1458
11694,11442,4839,1143641,ABC Bank,Chicago,IL,60644,6/30/2015,8/16/2015,NM,5645 West Lake Street,GREATER CHICAGO FINANCIAL CORP.,5,0,0,4,1,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",6/10/1891,1/1/1934,6/1/2012,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,WWW.ABCBANK.NET,7735,1061,6674,1050,1290,0,548,0,742,5406,3329,646,1431,1508,6,20,1494,0,1494,0,1494,1489,712,0,1488.06
26549,0,117672,0,Abington Bank,Abington,MA,2351,6/30/2015,8/16/2015,SM,6 Harrison Avenue,,1,0,0,4,0,Plymouth,14460,"Boston-Cambridge-Newton, MA-NH",1/1/1888,2/12/1986,10/21/2008,Non-Stock,0,0,FED,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,1,www.theabingtonbank.com,2316,290,2026,25,318,0,96,0,222,1861,1045,166,650,458,28,156,330,0,330,0,330,-5,0,0,310.96
19600,0,535753,2107707,"Academy Bank, National Association",Colorado Springs,CO,80920,6/30/2015,8/16/2015,N,2835 Briargate Boulevard,DICKINSON FINANCIAL CORPORATION II,96,0,1,4,0,El Paso,17820,"Colorado Springs, CO",6/15/1966,6/15/1966,6/19/2015,Stock,0,0,OCC,DIF,Dallas,KANSAS CITY,Denver,Kansas City,Western,Western,0,0,www.academybankco.com,6097,432,5665,470,18407,0,13669,0,4738,19145,8140,2754,8251,4457,0,1739,2718,0,2718,0,2718,1142,24000,0,2718
4061,13760,266253,1055708,ACB Bank,Cherokee,OK,73728,6/30/2015,8/16/2015,NM,323 S Grand Street,"ALFALFA COUNTY BANCSHARES, INC.",3,0,0,2,1,Alfalfa,,,1/29/1908,1/1/1934,5/13/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,www.acbbank.net,2431,147,2284,60,287,0,224,0,63,1190,610,181,399,1321,11,0,1332,0,1332,0,1332,-21,758,0,1321
58727,0,3614837,3637939,Access Bank,Omaha,NE,68114,6/30/2015,8/16/2015,NM,8712 West Dodge Road,"3MV BANCORP, INC.",4,0,0,4,0,Douglas,36540,"Omaha-Council Bluffs, NE-IA",12/10/2007,12/10/2007,12/17/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,1,WWW.ACCESSBANK.COM,5200,590,4610,130,521,0,58,0,463,3632,2352,395,885,1369,26,426,969,0,969,0,969,-11,0,2004,951.06
35189,0,2859903,3109904,Access National Bank,Reston,VA,20191,6/30/2015,8/16/2015,N,"1800 Robert Fulton Drive, #",ACCESS NATIONAL CORPORATION,5,0,0,4,0,Fairfax,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",12/1/1999,12/1/1999,3/31/2006,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,www.accessnationalbank.com,21063,1821,19242,150,13312,0,416,0,12896,20048,13716,1496,4836,12356,0,4260,8096,0,8096,0,8096,40,4625,0,8096
58562,0,3535848,4556381,AccessBank Texas,Denton,TX,76201,6/30/2015,8/16/2015,NM,"320 W Eagle Drive, # 100","ACCESS BANCORP, INC.",1,0,0,4,0,Denton,19100,"Dallas-Fort Worth-Arlington, TX",10/22/2007,10/22/2007,11/1/2013,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,http://WWW.ACCESSBANKTX.COM,3068,507,2561,60,240,0,34,0,206,2313,1338,277,698,428,0,-175,603,0,603,0,603,278,0,1,603
14936,11454,730446,1205950,Ackley State Bank,Ackley,IA,50601,6/30/2015,8/16/2015,SM,650 Main Street,GNB BANCORPORATION,6,0,0,2,1,Hardin,,,1/1/1934,12/18/1934,11/3/2011,Stock,0,1,FED,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1,http://www.ackleystatebank.com,2814,429,2385,30,776,1,118,0,657,2282,1262,190,830,849,0,38,811,0,811,0,811,0,585,0,811
7506,12499,5210,1117464,ACNB Bank,Gettysburg,PA,17325,6/30/2015,8/16/2015,NM,16 Lincoln Square,ACNB CORPORATION,21,0,0,4,0,Adams,23900,"Gettysburg, PA",4/11/1857,1/1/1934,2/7/2011,Stock,0,1,FDIC,DIF,New York,NEW YORK,Harrisburg,Philadelphia,Northeastern,Northeast,0,1,http://www.acnb.com,19839,1922,17917,0,3651,740,1110,0,1801,14631,9096,2489,3046,6937,101,1898,5140,0,5140,0,5140,307,2407,0,5066.27
18489,12279,463650,1055623,Adams Bank & Trust,Ogallala,NE,69153,6/30/2015,8/16/2015,SM,315 North Spruce Street,"ADBANC, INC.",18,0,1,2,0,Keith,,,2/26/1962,2/26/1962,3/31/2006,Stock,0,1,FED,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1,http://www.abtbank.com,14883,1657,13226,875,2769,266,766,0,1737,9997,6169,1248,2580,5123,0,1333,3790,0,3790,0,3790,70,500,0,3790
90140,12033,343903,0,Adams Community Bank,Adams,MA,1220,6/30/2015,8/16/2015,SB,2 Center Street,,7,0,0,5,0,Berkshire,38340,"Pittsfield, MA",5/1/1869,7/24/1985,2/25/2012,Non-Stock,0,1,FDIC,DIF,New York,NEW YORK,Springfield Ma,Boston,Northeastern,Northeast,0,1,www.adamscommunity.com,7190,1002,6188,177,822,0,295,0,527,6496,3609,687,2200,337,98,67,368,0,368,0,368,82,0,0,284.7
14311,0,9553,1053870,Adams County Bank,Kenesaw,NE,68956,6/30/2015,8/16/2015,NM,401 N. Smith Avenue,FIRST KENESAW COMPANY,2,0,0,2,1,Adams,,,1/1/1878,1/1/1934,6/1/2010,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1,http://www.adamscountybank.net,2697,584,2113,0,138,0,34,0,104,1076,699,85,292,1175,8,26,1157,0,1157,0,1157,3,1274,0,1149.16
32304,8120,312570,0,Adams County Building and Loan Company,West Union,OH,45693,6/30/2015,8/16/2015,SA,201 West Main Street,,2,0,0,8,0,Adams,,,1/22/1907,4/4/1985,1/4/2012,Non-Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,1,,482,72,410,0,11,0,0,0,11,407,290,42,75,14,0,0,14,0,14,0,14,0,0,0,14
58697,18056,3603765,4564724,Adams Dairy Bank,Blue Springs,MO,64014,6/30/2015,8/16/2015,NM,651 Ne Coronado Drive,"ADAMS DAIRY BANCSHARES, INC.",1,0,0,4,0,Jackson,28140,"Kansas City, MO-KS",1/3/2008,1/3/2008,3/3/2014,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.AdamsDairyBank.com,1967,262,1705,0,177,0,31,0,146,1129,492,143,494,753,23,257,519,0,519,0,519,0,235,0,503.59
9812,0,332756,0,Adams State Bank,Adams,NE,68301,6/30/2015,8/16/2015,NM,649 Main Street,,1,0,0,2,1,Gage,,,1/18/1918,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,1,www.adamsstate.com,913,135,778,0,75,0,39,0,36,445,270,79,96,408,0,8,400,0,400,0,400,-6,225,0,400
28380,1473,101671,2467474,Adirondack Bank,Utica,NY,13501,6/30/2015,8/16/2015,SM,185 Genesee Street,"ADIRONDACK BANCORP, INC.",19,0,0,4,0,Oneida,46540,"Utica-Rome, NY",1/1/1898,1/25/1936,1/1/2014,Stock,0,0,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1,www.adirondackbank.com,11253,1199,10054,526,2111,0,552,0,1559,10543,5476,1907,3160,1096,230,152,1174,0,1174,0,1174,672,923,0,969.3
27015,13964,541307,0,Admirals Bank,Boston,MA,2116,6/30/2015,8/16/2015,SA,579 Boylston Street,,2,0,1,4,0,Suffolk,14460,"Boston-Cambridge-Newton, MA-NH",1/1/1967,7/20/1987,6/28/2013,Stock,0,0,OCC,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,1,www.admiralsbank.com,15319,2249,13070,1211,1487,0,6,0,1481,17017,8439,3144,5434,-3671,18,-1370,-2283,0,-2283,0,-2283,935,0,0,-2294.52
8251,0,94858,1399505,Adrian Bank,Adrian,MO,64720,6/30/2015,8/16/2015,SM,130 East Main Street,"ADRIAN BANCSHARES, INC.",3,0,0,2,1,Bates,28140,"Kansas City, MO-KS",10/18/1932,1/1/1934,3/31/2006,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.adrianbank.com,2850,385,2465,6,419,0,279,0,140,1278,829,72,377,1600,-57,0,1543,0,1543,0,1543,5,650,0,1600
8822,0,293352,1125254,Adrian State Bank,Adrian,MN,56110,6/30/2015,8/16/2015,NM,322 Maine Avenue,ADRIAN BUILDING CORPORATION,1,0,0,2,1,Nobles,,,10/23/1889,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Central,West,0,1,www.adrianstatebank.com,775,79,696,6,46,0,19,0,27,469,271,73,125,267,-4,0,263,0,263,0,263,22,234,0,267
