cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
29399,3395,250476,0,Illinois-Service Federal Savings and Loan Association,Chicago,IL,60653,6/30/2015,8/16/2015,SA,4619 S Martin L King Drive,,2,0,0,8,0,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1/1/1934,3/30/1935,6/25/2014,Non-Stock,0,0,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.ISFBANK.com,1928,241,1687,295,236,0,99,0,137,3120,1073,349,1698,-1492,520,251,-1223,0,-1223,0,-1223,292,0,0,-1743
17399,15556,369453,1067514,Impact Bank,Wellington,KS,67152,6/30/2015,8/16/2015,SM,206 East Harvey Avenue,FIRST FINANCIAL CORPORATION,2,0,0,2,1,Sumner,48620,"Wichita, KS",4/3/1928,2/10/1955,4/25/2012,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Wichita,Kansas City,Western,Western,0,1,www.impact-bank.com,2513,249,2264,-549,225,0,126,0,99,1790,1062,148,580,1248,0,45,1203,0,1203,0,1203,-651,365,0,1203
3342,0,414858,2227481,"Incommons Bank, N.A.",Mexia,TX,76667,6/30/2015,8/16/2015,N,301 East Commerce Street,"BI-STONE BANCSHARES, INC.",4,0,0,4,0,Limestone,,,2/1/1882,1/1/1934,3/31/2008,Stock,0,0,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,WWW.INCOMMONSBANK.COM,2629,172,2457,3,586,0,335,0,251,2293,1224,270,799,747,0,182,565,0,565,0,565,18,175,0,565
20989,16131,606653,2351274,Independence Bank,Havre,MT,59501,6/30/2015,8/16/2015,NM,435 Third Street,"MONTANA SECURITY, INC.",6,0,0,2,0,Hill,,,3/12/1973,3/12/1973,7/28/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.ibyourbank.com,13533,1095,12438,6,629,0,293,0,336,5108,3040,499,1569,7953,-5,3095,4853,0,4853,0,4853,-6,2187,0,4856.2
57379,0,3180136,0,Independence Bank,East Greenwich,RI,2818,6/30/2015,8/16/2015,NM,1370 South County Trail,,1,0,0,4,0,Kent,39300,"Providence-Warwick, RI-MA",3/25/2003,3/25/2003,10/20/2006,Stock,0,0,FDIC,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,1,http://www.independence-bank.com,1005,117,888,300,1944,0,38,0,1906,1974,1130,157,687,558,0,224,334,0,334,0,334,444,0,0,334
22925,0,956527,1070970,Independence Bank,Independence,OH,44131,6/30/2015,8/16/2015,NM,4401 Rockside Road,INDEPENDENCE BANCCORP,1,0,0,4,0,Cuyahoga,17460,"Cleveland-Elyria, OH",8/15/1979,8/15/1979,9/1/2010,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,,3159,155,3004,549,276,0,64,0,212,1780,1152,94,534,951,0,251,700,0,700,0,700,349,409,0,700
58736,0,3824542,0,Independence Bank of Georgia,Braselton,GA,30517,6/30/2015,8/16/2015,NM,"6322 Grand Hickory Drive, #",,2,0,0,4,0,Gwinnett,12060,"Atlanta-Sandy Springs-Roswell, GA",10/15/2008,10/15/2008,10/15/2008,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Atlanta,Atlanta,Southern,Southeast,0,1,http://www.ibankga.com,3546,424,3122,0,104,0,50,0,54,2106,1235,236,635,1120,0,367,753,0,753,0,753,5,416,0,753
8136,13530,648242,1118854,Independence Bank of Kentucky,Owensboro,KY,42301,6/30/2015,8/16/2015,NM,2425 Frederica Street,"INDEPENDENCE BANCSHARES, INC.",20,0,0,4,1,Daviess,36980,"Owensboro, KY",1/1/1909,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Hopkinsville,St. louis,Central,Southeast,0,1,http://www.1776bank.com,34178,4349,29829,1050,3737,1053,1464,0,1220,18312,10235,2349,5728,14204,0,-492,14696,0,14696,0,14696,331,10462,0,14696
57951,0,3324994,3324967,Independence National Bank,Greenville,SC,29601,6/30/2015,8/16/2015,N,500 East Washington Street,"INDEPENDENCE BANCSHARES, INC.",4,0,0,4,0,Greenville,24860,"Greenville-Anderson-Mauldin, SC",5/16/2005,5/16/2005,3/31/2006,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,http://www.independencenb.com,1860,156,1704,0,-44,0,41,0,-85,1958,1123,252,583,-298,0,5,-303,0,-303,0,-303,44,0,0,-303
10741,0,396057,1121724,Independence State Bank,Independence,WI,54747,6/30/2015,8/16/2015,NM,23942 Senty Drive,NORTHERN FINANCIAL CORPORATION,3,0,0,2,0,Trempealeau,,,1/1/1897,1/1/1934,10/30/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Minneapolis,Central,Central,0,1,http://www.independencestatebank.com,1343,117,1226,44,98,0,24,0,74,1156,636,188,332,124,11,0,135,0,135,0,135,34,38,0,124
34553,17965,2569387,0,Independence Trust Company,Franklin,TN,37064,6/30/2015,8/16/2015,SA,325 Bridge Street,,1,0,0,7,0,Williamson,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",1/9/1997,3/15/2004,7/21/2011,Stock,0,1,OCC,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,0,www.independencetrust.com,37,6,31,0,1232,1232,0,0,0,970,593,40,337,293,4,114,183,0,183,0,183,0,0,0,180.44
34728,0,2666400,3121193,Independent Bank,Memphis,TN,38157,6/30/2015,8/16/2015,NM,5050 Poplar Avenue,"INDEPENDENT HOLDINGS, INC",11,0,1,6,0,Shelby,32820,"Memphis, TN-MS-AR",4/20/1998,4/20/1998,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Memphis,St. louis,Southern,Southeast,0,1,https://www.i-bankonline.com,20276,1491,18785,1525,5653,0,585,0,5068,15675,9455,2073,4147,7238,0,2531,4707,0,4707,0,4707,1510,1750,98,4707
27811,321,636771,1201925,Independent Bank,Grand Rapids,MI,49525,6/30/2015,8/16/2015,SM,4200 E. Beltline Avenue Ne,INDEPENDENT BANK CORPORATION,67,0,0,4,0,Kent,24340,"Grand Rapids-Wyoming, MI",1/1/1890,9/15/1999,4/20/2015,Stock,0,0,FED,DIF,Chicago,CHICAGO,Grand Rapids,Chicago,Central,Central,0,1,http://www.IndependentBank.com,40057,2430,37627,-793,19687,0,5995,-23,13715,43592,23394,6368,13830,14515,75,4691,9899,0,9899,0,9899,611,0,0,9848
3076,0,122854,3140288,Independent Bank,Mckinney,TX,75070,6/30/2015,8/16/2015,NM,3090 Craig Drive,"INDEPENDENT BANK GROUP, INC.",41,0,0,4,0,Collin,19100,"Dallas-Fort Worth-Arlington, TX",1/1/1913,1/1/1934,10/1/2014,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,0,www.independent-bank.com,83481,7200,76281,3329,7958,0,2120,0,5838,45392,26980,7938,10474,35518,90,11786,23822,0,23822,0,23822,116,6000,0,23761.7
57476,0,3129902,3129881,Independent Bank of Texas,Irving,TX,75038,6/30/2015,8/16/2015,SM,4300 North Belt Line Road,"IBT BANCORP, INC.",2,0,0,4,0,Dallas,19100,"Dallas-Fort Worth-Arlington, TX",5/1/2003,5/1/2003,6/30/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1,www.ibankoftexas.com,2748,336,2412,416,592,0,69,0,523,2858,1284,262,1312,-270,16,3,-257,0,-257,0,-257,568,0,22,-273
24642,14258,190639,1417276,Independent Banker's Bank of Florida,Lake Mary,FL,32746,6/30/2015,8/16/2015,SM,615 Crescent Executive Court,"BANKERS' BANCORPORATION OF FLORIDA, INC.",1,0,0,4,0,Seminole,36740,"Orlando-Kissimmee-Sanford, FL",8/5/1983,8/5/1983,3/31/2006,Stock,0,0,FED,DIF,Atlanta,ATLANTA,Tampa,Atlanta,Southern,Southeast,0,0,www.ibbfla.com,1780,852,928,-750,1733,0,979,0,754,4240,1374,259,2607,-829,0,0,-829,0,-829,0,-829,420,0,0,-829
11462,12394,956152,1416925,Independent Farmers Bank,Maysville,MO,64469,6/30/2015,8/16/2015,NM,201 W Main Street,"FARMERS BANCSHARES, INC.",3,0,0,2,0,Dekalb,41140,"St. Joseph, MO-KS",3/12/1920,1/1/1934,12/11/2008,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.farmbank.net,2153,247,1906,74,150,0,103,0,47,1362,897,146,319,620,121,191,550,0,550,0,550,101,0,0,460.46
57713,0,3283765,3436299,Indiana Business Bank,Indianapolis,IN,46240,6/30/2015,8/16/2015,NM,"250 E. 96th St., Suite 100",INDIANA BUSINESS BANCORP,1,0,0,4,0,Marion,26900,"Indianapolis-Carmel-Anderson, IN",11/17/2004,11/17/2004,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.indianabbb.com,1501,178,1323,0,281,0,49,0,232,1287,820,117,350,317,0,-75,392,0,392,0,392,-135,135,25,392
27763,239,904171,4442224,Indiana First Savings Bank,Indiana,PA,15701,6/30/2015,8/16/2015,SB,935 Philadelphia Street,INFIRST BANCORP MHC,6,0,0,5,0,Indiana,,,1/1/1922,5/31/1943,5/3/2012,Non-Stock,0,0,FDIC,DIF,New York,NEW YORK,Wexford,Cleveland,Northeastern,Northeast,0,1,www.infirstbank.com,6689,1095,5594,240,722,0,149,0,573,4644,2532,557,1555,1432,0,514,918,0,918,0,918,35,0,0,918
57983,0,3369959,3370012,Indus American Bank,Iselin,NJ,8830,6/30/2015,8/16/2015,NM,1536 Oak Tree Road,"IA BANCORP, INC.",5,0,1,4,0,Middlesex,35620,"New York-Newark-Jersey City, NY-NJ-PA",12/12/2005,12/12/2005,12/15/2011,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,http://www.indusamericanbank.com,5478,1247,4231,-50,724,0,58,0,666,4705,2386,852,1467,300,1,-200,501,0,501,0,501,573,0,0,500
24387,0,1015560,4097978,"Industrial and Commercial Bank of China (USA), National Association",New York,NY,10013,6/30/2015,8/16/2015,N,202 Canal Street,CHINA INVESTMENT CORPORATION,13,0,1,4,0,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2/14/1983,2/14/1983,11/29/2012,Stock,0,0,OCC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,0,www.icbc-us.com,20770,2642,18128,1069,4693,0,360,5,4328,20754,10696,4282,5776,998,0,309,689,0,689,0,689,-20,0,0,689
14679,0,536527,2326179,Industrial Bank,Washington,DC,20011,6/30/2015,8/16/2015,NM,4812 Georgia Avenue Nw,IBW FINANCIAL CORPORATION,8,0,1,4,0,District Of Columb,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",8/18/1934,8/18/1934,1/2/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,www.industrial-bank.com,8075,414,7661,250,1874,0,657,0,1217,8633,5136,1229,2268,652,467,352,767,0,767,0,767,862,222,0,444.77
18072,53342,261258,1050712,Industrial State Bank,Kansas City,KS,66106,6/30/2015,8/16/2015,NM,3201 Strong Avenue,"VALLEY VIEW BANCSHARES, INC.",3,0,0,4,0,Wyandotte,28140,"Kansas City, MO-KS",9/11/1959,9/11/1959,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1,http://www.industrialbankkck.com,3080,237,2843,0,323,0,167,0,156,2005,1285,189,531,1161,0,297,864,0,864,0,864,-6,370,0,864
12506,12309,733054,2112439,Industry State Bank,Industry,TX,78944,6/30/2015,8/16/2015,NM,16886 Fordtran Blvd,"INDUSTRY BANCSHARES, INC.",4,0,0,2,0,Austin,26420,"Houston-The Woodlands-Sugar Land, TX",6/1/1911,1/1/1934,6/17/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Austin,Dallas,Southern,West,0,0,http://www.isbtx.com,11081,2804,8277,12,3686,0,304,0,3382,5423,3360,452,1611,6528,834,1667,5695,0,5695,0,5695,-7,1400,22,5052.82
9307,0,1001817,1071678,Inez Deposit Bank,Inez,KY,41224,6/30/2015,8/16/2015,NM,41 Main Street,COMMUNITY HOLDING COMPANY,4,0,0,7,0,Martin,,,5/1/1904,1/1/1934,8/19/2011,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1,www.inezdepositbank.com,2402,405,1997,15,506,0,496,0,10,2327,1201,298,828,161,0,27,134,0,134,0,134,44,0,0,134
22444,13793,189745,2944144,INLAND BANK & TRUST,Oak Brook,IL,60523,6/30/2015,8/16/2015,NM,2805 Butterfield Road,"INLAND BANCORP, INC.",12,0,0,4,0,Du Page,16980,"Chicago-Naperville-Elgin, IL-IN-WI",4/1/1977,4/1/1977,8/19/2011,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,http://www.inlandbank.com,22351,2591,19760,2100,10415,0,411,0,10004,19271,11448,1636,6187,8804,-26,3385,5393,0,5393,0,5393,3139,0,0,5409.64
27601,12955,1411032,2088329,Inland Northwest Bank,Spokane,WA,99201,6/30/2015,8/16/2015,NM,"421 W. Riverside, Suite 113","NORTHWEST BANCORPORATION, INC.",11,0,1,4,0,Spokane,44060,"Spokane-Spokane Valley, WA",10/2/1989,10/2/1989,8/2/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,http://www.inb.com,10098,790,9308,120,1932,0,450,0,1482,8204,4569,1226,2409,2916,0,940,1976,0,1976,0,1976,-62,0,0,1976
35521,0,2877345,2877336,InsBank,Nashville,TN,37215,6/30/2015,8/16/2015,SM,2106 Crestmoor Road,"INSCORP, INC.",1,0,0,4,0,Davidson,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",11/20/2000,11/20/2000,5/11/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,1,www.insbanktn.com,5893,1255,4638,394,652,0,49,0,603,3158,1839,248,1071,1738,11,638,1111,0,1111,0,1111,82,225,0,1103.96
58387,0,3482894,0,Insignia Bank,Sarasota,FL,34236,6/30/2015,8/16/2015,NM,333 North Orange Avenue,,2,0,0,4,0,Sarasota,35840,"North Port-Sarasota-Bradenton, FL",10/16/2006,10/16/2006,10/16/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Tampa,Atlanta,Southern,Southeast,0,1,WWW.INSIGNIABANK.COM,3598,474,3124,0,879,0,55,0,824,3293,2044,298,951,710,0,261,449,0,449,0,449,-21,0,11,449
22020,9222,329550,4534099,INSOUTH Bank,Brownsville,TN,38012,6/30/2015,8/16/2015,NM,111 South Washington Street,"INDEPENDENT SOUTHERN BANCSHARES, INC. PROFIT SHARING AND 401 (K)",6,0,0,4,0,Haywood,,,1/1/1869,5/15/1975,10/31/2010,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Memphis,St. louis,Southern,Southeast,0,1,www.insouth.com,5670,447,5223,-68,1759,0,888,0,871,5787,2981,1015,1791,1263,0,456,807,0,807,0,807,-105,1000,0,807
90250,0,272302,0,Institution for Savings in Newburyport and Its Vicinity,Newburyport,MA,1950,6/30/2015,8/16/2015,SB,93 State Street,,15,0,0,5,0,Essex,14460,"Boston-Cambridge-Newton, MA-NH",1/1/1820,8/13/1985,12/31/2014,Non-Stock,0,1,FDIC,DIF,New York,NEW YORK,North Boston,Boston,Northeastern,Northeast,0,1,www.institutionforsavings.com,33356,11010,22346,600,2080,0,212,0,1868,19176,8924,2530,7722,4650,13305,3846,14109,0,14109,0,14109,0,0,0,3598.05
57587,0,3160978,3184853,Integrity Bank & Trust,Monument,CO,80132,6/30/2015,8/16/2015,NM,1275 Village Ridge Point,"GEMINI BANCSHARES, INC.",3,0,0,4,1,El Paso,17820,"Colorado Springs, CO",8/11/2003,8/11/2003,3/19/2012,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,www.integritybankandtrust.com,2915,213,2702,120,1501,1260,51,0,190,3082,1772,300,1010,1001,0,0,1001,0,1001,0,1001,345,725,0,1001
15578,0,897451,1925913,Integrity Bank Plus,Wabasso,MN,56293,6/30/2015,8/16/2015,NM,726 Main Street,"WABASSO BANCSHARES, INC.",2,0,0,2,1,Redwood,,,10/1/1934,1/27/1938,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Mankato,Minneapolis,Central,West,0,1,www.integritybank.com,1505,101,1404,0,49,0,31,0,18,979,709,68,202,474,0,1,473,0,473,0,473,-16,596,0,473
58631,0,3614930,4297189,"Integrity Bank, SSB",Houston,TX,77007,6/30/2015,8/16/2015,SB,4040 Washington Avenue,"INTEGRITY BANCSHARES, INC.",3,0,0,4,0,Harris,26420,"Houston-The Woodlands-Sugar Land, TX",11/19/2007,11/19/2007,1/1/2012,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Houston,Dallas,Southern,West,0,1,www.ibanktx.com,13770,1705,12065,170,1188,0,192,0,996,7473,4827,1015,1631,5610,2,1944,3668,0,3668,0,3668,437,0,73,3666.7
58091,0,3382967,3382976,Integrity First Bank,Wausau,WI,54403,6/30/2015,8/16/2015,NM,101 Grand Avenue,"INTEGRITY FIRST BANCORPORATION, INC.",1,0,0,4,0,Marathon,48140,"Wausau, WI",12/12/2005,12/12/2005,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Appleton,Chicago,Central,Central,0,1,www.integrityfirstbank.com,1617,200,1417,30,189,0,31,0,158,1223,589,128,506,353,0,-3332,3685,0,3685,0,3685,270,0,0,3685
18979,11232,26242,1098415,"Integrity First Bank, National Association",Mountain Home,AR,72653,6/30/2015,8/16/2015,N,502 South Hickory Street,"MOUNTAIN HOME BANCSHARES, INC.",10,0,0,4,0,Baxter,,,12/14/1963,12/14/1963,8/20/2012,Stock,0,1,OCC,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Western,0,1,www.goifb.com,7216,243,6973,0,2016,338,753,0,925,6699,4292,1077,1330,2290,3,573,1720,0,1720,0,1720,11,1307,0,1717.75
25879,11041,894553,3407020,Inter National Bank,Mcallen,TX,78503,6/30/2015,8/16/2015,N,1801 South 2nd Street,"GRUPO FINANCIERO BANORTE, S.A.B. DE C.V.",21,0,0,4,0,Hidalgo,32580,"McAllen-Edinburg-Mission, TX",1/24/1985,1/24/1985,6/16/2015,Stock,0,0,OCC,DIF,Dallas,DALLAS,Houston,Dallas,Southern,West,0,0,www.inbweb.com,29972,3917,26055,312,6918,0,2076,0,4842,21624,12654,3162,5808,11037,50,3650,7437,0,7437,0,7437,-12,250,0,7403.5
29953,4414,906175,0,Inter-State Federal Savings and Loan Association of Kansas City,Kansas City,KS,66101,6/30/2015,8/16/2015,SA,711 Minnesota Avenue,,5,0,0,5,0,Wyandotte,28140,"Kansas City, MO-KS",1/1/1889,12/30/1937,7/21/2011,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1,www.isfedkc.com,2551,409,2142,0,-12,0,7,0,-19,1492,972,222,298,638,289,343,584,0,584,0,584,0,0,0,399.04
31823,7506,221775,0,"Interamerican Bank, A FSB",Miami,FL,33165,6/30/2015,8/16/2015,SA,9190 Coral Way,,5,0,0,4,0,Miami-Dade,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8/23/1976,8/23/1976,7/21/2011,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,w.w.w.interamericanbank.com,3830,363,3467,-367,789,0,198,0,591,4055,2100,488,1467,568,0,212,356,0,356,0,356,-242,0,0,356
24516,11980,538802,0,Interaudi Bank,New York,NY,10022,6/30/2015,8/16/2015,NM,19 East 54th Street,,2,0,1,9,0,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",6/14/1983,6/14/1983,4/1/2006,Stock,0,0,FDIC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,www.interaudibank.com,17960,3664,14296,267,3983,0,263,0,3720,11139,6910,1267,2962,6873,19,2829,4063,0,4063,0,4063,1,2828,41,4050.84
27210,10803,1187001,2233950,InterBank,Oklahoma City,OK,73112,6/30/2015,8/16/2015,SM,4921 North May Avenue,"OLNEY BANCSHARES OF TEXAS, INC.",49,0,1,4,1,Oklahoma,36420,"Oklahoma City, OK",3/31/1988,3/31/1988,5/9/2015,Stock,0,0,FED,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,http://www.interbank.com,59041,2389,56652,0,6197,0,2933,0,3264,29090,16137,5476,7477,33759,0,0,33759,0,33759,0,33759,246,35377,0,33759
17128,15900,1016941,1124163,Intercity State Bank,Schofield,WI,54476,6/30/2015,8/16/2015,NM,962 Grand Avenue,"BOSSHARD BANCO, LTD.",3,0,0,4,0,Marathon,48140,"Wausau, WI",7/14/1952,7/14/1952,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Appleton,Chicago,Central,Central,0,1,www.intercitystatebank.com,2538,234,2304,0,389,0,47,0,342,1315,751,157,407,1378,0,499,879,0,879,0,879,-5,0,0,879
57214,0,3122828,3887323,Intercontinental Bank,West Miami,FL,33144,6/30/2015,8/16/2015,NM,5722 Southwest 8th Street,"INTERCONTINENTAL BANKSHARES, LLC",1,0,0,7,0,Miami-Dade,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",6/21/2002,6/21/2002,3/28/2013,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,http://www.intercontinentalbk.com,1660,343,1317,-273,585,0,533,0,52,1585,792,89,704,590,0,237,353,0,353,0,353,-149,0,0,353
25258,0,44433,0,"Intercredit Bank, National Association",Miami,FL,33131,6/30/2015,8/16/2015,N,"1200 Brickell Ave., 4th Fl.",,5,0,0,4,0,Miami-Dade,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",7/2/1984,7/2/1984,3/31/2006,Stock,0,1,OCC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,www.intercreditbank.com,6276,1042,5234,0,794,0,544,0,250,5714,3173,841,1700,314,128,0,442,0,442,0,442,187,0,0,314
11492,13081,209858,2003108,International Bank,Raton,NM,87740,6/30/2015,8/16/2015,NM,200 South 2nd Street,RATON CAPITAL CORPORATION,6,0,1,4,0,Colfax,,,4/9/1918,1/1/1934,5/29/2009,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Albuquerque,Kansas City,Western,West,0,1,http://www.classicbanking.com,6078,365,5713,559,1171,0,296,0,875,5000,2482,466,2052,1325,0,416,909,0,909,0,909,422,0,0,909
33708,13929,2006024,2339759,International Bank of Chicago,Chicago,IL,60640,6/30/2015,8/16/2015,NM,5069 North Broadway,"IBC BANCORP, INC.",7,0,1,4,1,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",10/26/1992,10/26/1992,3/23/2012,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.inbk.com,11751,1336,10415,1640,409,20,224,0,165,4928,2746,676,1506,4256,121,97,4280,0,4280,0,4280,672,0,0,4161.42
24961,10800,382069,1104231,International Bank of Commerce,Zapata,TX,78076,6/30/2015,8/16/2015,NM,972 Us 83,INTERNATIONAL BANCSHARES CORPORATION,11,0,0,5,0,Zapata,,,2/6/1984,2/6/1984,3/16/2007,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Houston,Dallas,Southern,West,0,0,www.ibc.com,7519,514,7005,234,3789,0,2367,0,1422,5871,2107,1052,2712,4689,0,1647,3042,0,3042,0,3042,89,0,0,3042
25679,10799,230759,1104231,International Bank of Commerce,Brownsville,TX,78520,6/30/2015,8/16/2015,NM,1600 F.M. 802,INTERNATIONAL BANCSHARES CORPORATION,14,0,0,4,0,Cameron,15180,"Brownsville-Harlingen, TX",10/9/1984,10/9/1984,7/15/2013,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Houston,Dallas,Southern,West,0,0,www.ibc.com,17645,1184,16461,17,6171,0,3148,0,3023,10467,3880,1803,4784,12148,0,4293,7855,0,7855,0,7855,788,0,0,7855
19629,10788,1001152,1104231,International Bank of Commerce,Laredo,TX,78040,6/30/2015,8/16/2015,NM,1200 San Bernardo Avenue,INTERNATIONAL BANCSHARES CORPORATION,194,0,1,4,0,Webb,29700,"Laredo, TX",9/2/1966,9/2/1966,3/16/2007,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Houston,Dallas,Southern,West,0,0,www.ibc.com,164505,18145,146360,10501,66693,51,32453,0,34189,116187,53847,21960,40380,86365,-709,28846,56810,0,56810,0,56810,14161,14499,0,57277.94
25648,0,780562,3444847,"International City Bank, National Association",Long Beach,CA,90802,6/30/2015,8/16/2015,N,249 E Ocean Boulevard,"PEDCOR CAPITAL, LLC",2,0,0,4,0,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",9/6/1984,9/6/1984,6/30/2009,Stock,0,0,OCC,DIF,San Francisco,CHICAGO,Los Angeles (West),San Francisco,Western,Western,0,1,http://www.icb.biz,3056,198,2858,-115,1675,0,57,0,1618,3646,2096,467,1083,1002,0,313,689,0,689,0,689,-111,343,0,689
24823,14561,867632,0,International Finance Bank,Miami,FL,33135,6/30/2015,8/16/2015,NM,777 Sw 37,,4,0,0,4,0,Miami-Dade,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",11/30/1983,11/30/1983,7/2/2013,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,http://www.ifbbank.com,6165,462,5703,145,850,0,147,0,703,6512,3509,971,2032,-104,0,-39,-65,0,-65,0,-65,108,0,0,-65
31043,6301,791072,3130542,"Interstate Bank, ssb",Perryton,TX,79070,6/30/2015,8/16/2015,SB,301 South Main Street,"ISB HOLDINGS, INC.",2,0,0,4,1,Ochiltree,,,1/1/1957,2/26/1959,3/31/2006,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,www.interstatebankssb.com,3044,86,2958,100,965,0,45,0,920,2840,1787,238,815,983,18,0,1001,0,1001,0,1001,44,780,0,983
29501,3560,277679,0,Interstate Federal Savings and Loan Association of McGregor,Mcgregor,IA,52157,6/30/2015,8/16/2015,SA,154 Main St,,1,0,0,5,0,Clayton,,,8/15/1935,8/15/1935,7/21/2011,Non-Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1,,159,26,133,0,2,0,0,0,2,133,83,9,41,2,0,0,2,0,2,0,2,0,0,0,2
