cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
22738,0,207872,1027992,First Utah Bank,Salt Lake City,UT,84109,6/30/2015,8/16/2015,SM,3826 South 2300 East,FIRST UTAH BANCORPORATION,7,0,0,4,0,Salt Lake,41620,"Salt Lake City, UT",10/19/1978,10/19/1978,3/31/2006,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Salt Lake City,San Francisco,Western,West,0,1,http://www.firstutahbank.com,107,347214,69631,64192,36533,0,215525,4830,0,10479,1980,1933,11133,347214,321418,293627,192772,293627,78.94400109,24420,0,0,0,3371,25796,25796,0,41064,5182,-20450,0,531,20,926,316250,45549,349072.67,350392,238752,341750,6166,300,3081,2785,34813,5369,0,4576,66535,23927,3019,66535,0
58696,0,3614976,0,First Virginia Community Bank,Fairfax,VA,22030,6/30/2015,8/16/2015,SM,11325 Random Hills Road,,5,0,0,4,0,Fairfax,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",11/27/2007,11/27/2007,10/20/2012,Stock,0,0,FED,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1,http://www.fvcbank.com,69,663614,33558,30413,54163,0,554457,5576,0,1754,0,150,19532,663614,593916,588079,546129,588079,56.05751754,0,0,4500,0,1337,69698,69698,0,32440,29583,7675,0,1460,0,1649,639033,297756,624391,634208.5,585061,620184,10365,7761,0,2604,47216,3724,2500,0,106117,70191,5576,106117,0
58201,0,3350658,4547286,First Vision Bank of Tennessee,Tullahoma,TN,37388,6/30/2015,8/16/2015,SM,1401 North Jackson Street,"FIRST VISION FINANCIAL, INC.",4,0,0,4,0,Coffee,,,11/28/2005,11/28/2005,1/10/2008,Stock,0,0,FED,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,1,http://www.firstvisionbank.com,44,177288,7751,1058,18633,11514,129740,1787,0,6056,247,0,3347,177288,156648,153883,133860,153883,85.23296886,0,0,1347,0,1418,20640,20640,0,1767,16390,2483,0,3413,3106,684,160945,33043,171720.33,176526,123797,176687,1144,1144,0,0,14103,4561,1347,0,20259,20531,1551,20259,0
10307,10396,234739,1081716,First Volunteer Bank,Chattanooga,TN,37402,6/30/2015,8/16/2015,NM,728 Broad Street,FIRST VOLUNTEER CORPORATION,24,0,1,4,0,Hamilton,16860,"Chattanooga, TN-GA",5/3/1904,1/1/1934,7/27/2015,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Knoxville,Atlanta,Southern,Southeast,0,1,www.firstvolunteer.com,278,903138,115851,96367,76150,500,647725,8617,0,22352,10533,2919,27108,903138,812613,802834,608457,802834,83.91144885,4335,0,0,0,5444,90525,90525,0,7000,49188,34337,0,13292,0,2067,820742,84818,893954.33,900572.5,671093,891321,16060,13462,0,2598,21289,8600,0,3223,125375,85682,8437,125375,0
13083,14048,34742,2628994,First Western Bank,Booneville,AR,72927,6/30/2015,8/16/2015,SM,80 W Main St,FIRST WESTERN BANCSHARES EMPLOYEE STOCK OWNERSHIP TRUST,9,0,0,4,0,Logan,,,4/18/1910,1/1/1934,5/27/2015,Stock,0,1,FED,DIF,Dallas,DALLAS,Little Rock,St. louis,Southern,Western,0,1,http://www.fwbank.com,102,326794,16351,10963,19155,0,261640,2660,0,10199,6154,570,12725,326794,299249,288593,263856,288593,92.05698021,7350,0,0,0,3306,27545,27545,0,1,13526,14018,0,1041,286,1048,291758,51335,326621.67,325580,251076,326250,6666,6431,235,0,23022,7175,0,1406,36913,27003,2660,36913,0
19123,0,687951,1127650,First Western Bank & Trust,Minot,ND,58701,6/30/2015,8/16/2015,SM,900 South Broadway,"WESTBRAND, INC.",4,0,1,4,0,Ward,,,5/11/1964,5/11/1964,8/6/2011,Stock,0,1,FED,DIF,Kansas City,KANSAS CITY,Grand Forks,Minneapolis,Central,West,0,1,www.bankfirstwestern.com,156,955375,13866,2258,369771,0,520788,9863,0,19844,468,7909,22729,955375,863620,784272,655586,784272,61.52526747,71009,0,0,0,8339,91755,91755,0,1600,28400,61755,0,1547,0,3711,892817,316609,959083.33,963850,680406,952199,9583,3360,0,6223,90029,19587,0,851,116453,85443,8532,116453,0
31972,7674,715470,0,First Western Federal Savings Bank,Rapid City,SD,57709,6/30/2015,8/16/2015,SA,402 Main Street,,1,0,0,5,1,Pennington,39660,"Rapid City, SD",6/6/1979,6/6/1979,7/21/2011,Stock,0,0,OCC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,1,www.myiralender.com,8,44756,2948,2877,21,0,40822,355,0,264,114,0,587,44756,37517,29673,26377,29673,92.97897393,0,0,7750,0,94,7239,7239,0,669,0,6570,0,262,0,194,43720,5356,43498.67,44145,25336,44807,0,0,0,0,9592,0,7500,0,1002,7239,317,1002,0
57607,0,3158546,3189906,First Western Trust Bank,Denver,CO,80202,6/30/2015,8/16/2015,NM,"1900 16th St., Suite 1200","FIRST WESTERN FINANCIAL, INC.",9,0,1,4,0,Denver,19740,"Denver-Aurora-Lakewood, CO",3/17/2004,3/17/2004,4/22/2013,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,www.myfw.com,162,695114,16156,10732,50063,0,577072,5923,0,6216,3058,16884,25665,695114,623999,537003,404514,537003,54.31281827,0,0,81977,0,5019,71115,71115,0,2500,67136,1479,0,5593,0,1365,637867,141739,702386.33,699785.5,577960,660417,10309,10309,0,0,139632,14676,81977,9409,196837,55151,6024,196837,16745
19742,12727,222754,1840687,"First Westroads Bank, Inc.",Omaha,NE,68118,6/30/2015,8/16/2015,SM,15750 W Dodge Rd,AMERIWEST CORPORATION,2,0,0,4,1,Douglas,36540,"Omaha-Council Bluffs, NE-IA",8/15/1967,8/15/1967,3/31/2006,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,1,WWW.FWBK.COM,51,261853,28635,25093,48952,0,181213,3925,0,487,0,208,2358,261853,234761,224802,148240,224802,64.15339385,0,0,9038,0,921,27092,27092,0,900,17100,9092,0,305,0,798,255258,35701,256926,260985.5,201810,260030,175,175,0,0,15214,800,9000,0,46976,26807,2540,46976,0
254,0,740249,1200571,First Whitney Bank and Trust,Atlantic,IA,50022,6/30/2015,8/16/2015,NM,223 Chestnut Street,WHITNEY CORPORATION OF IOWA,2,0,0,2,1,Cass,,,1/1/1907,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Des Moines,Chicago,Western,Western,0,1,www.firstwhitneybank.com,20,211495,9550,4425,72851,1390,124520,427,0,503,0,0,2681,211495,189754,188459,157206,188459,72.87785118,0,0,1070,0,225,21741,21741,0,600,4400,16741,0,0,0,1655,203186,44439,210107,211084.5,177151,206991,0,0,0,0,6421,150,0,0,45267,20901,427,45267,4009
11063,0,491224,1075612,First-Citizens Bank & Trust Company,Raleigh,NC,27601,6/30/2015,8/16/2015,NM,239 Fayetteville Street,"FIRST CITIZENS BANCSHARES, INC.",574,0,1,4,0,Wake,39580,"Raleigh, NC",1/1/1898,1/1/1934,2/13/2015,Stock,0,1,FDIC,DIF,Atlanta,ATLANTA,Raleigh,Richmond,Northeastern,Southeast,0,0,http://www.firstcitizens.com,5983,30803511,2145739,1628341,7415365,0,19397731,208317,0,1016926,72200,197532,558018,30803511,28015436,26567251,17541842,26567251,63.67438858,713225,0,342312,9566,383082,2788075,2788075,0,9697,1313848,1464530,0,168122,4921,66723,28441437,11383440,30449202,30723433,21563266,30540080,25562,11144,0,14418,1304538,2329,300260,85040,7723536,2719174,218706,7723536,383048
13599,0,631150,1995998,First-Lockhart National Bank,Lockhart,TX,78644,6/30/2015,8/16/2015,N,111 Main Street,"LOCKHART BANKSHARES, INC.",3,0,0,4,1,Caldwell,12420,"Austin-Round Rock, TX",1/9/1934,1/9/1934,3/31/2006,Stock,0,0,OCC,DIF,Dallas,DALLAS,Austin,Dallas,Southern,West,0,1,http://www.firstlockhart.com,54,209410,7024,2327,37048,0,151139,2564,0,7374,372,0,6453,209410,190637,184774,140555,184774,85.51858465,0,0,3250,0,2613,18773,18773,0,240,2150,16383,0,197,0,601,190514,131793,206960.33,206863.5,154197,206445,4810,4810,0,0,9771,2668,3250,0,19351,18480,1935,19351,0
19288,52465,427353,3017915,"Firstar Bank, National Association",Sallisaw,OK,74955,6/30/2015,8/16/2015,N,1720 East Cherokee Street,FIRSTAR FINANCIAL CORP.,7,0,1,4,1,Sequoyah,22900,"Fort Smith, AR-OK",11/19/1964,11/19/1964,7/1/2012,Stock,0,0,OCC,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,http://www.firstar-bank.com,147,507257,37560,29609,35711,0,390417,4907,0,18743,414,14973,9439,507257,450862,439084,319276,439084,63.71835566,0,0,9698,0,2080,56395,56395,0,482,37566,18347,0,5430,287,1747,455737,64223,495759.33,502950,414824,490808,5064,5064,0,0,42194,7708,9698,1560,77821,40941,4943,77821,0
35200,16115,3619739,0,FirstAtlantic Bank,Jacksonville,FL,32207,6/30/2015,8/16/2015,SA,1325 Hendricks Avenue,,8,0,0,4,0,Duval,27260,"Jacksonville, FL",11/1/1999,11/1/1999,4/19/2013,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,Gainesville,Atlanta,Southern,Southeast,0,1,www.bankfirstatlantic.com,84,413732,41145,38799,66921,136,283714,1783,0,14184,777,2985,3870,413733,360352,358595,259724,358595,66.96800667,0,0,0,0,1757,53381,53381,0,500,46457,6424,0,3355,0,1040,389570,103032,396505.33,403166.5,292587,396303,0,0,0,0,18653,510,0,0,47969,52740,1783,47969,0
14331,14320,296456,1133370,FirstBank,Antlers,OK,74523,6/30/2015,8/16/2015,SM,100 North High Street,"FIRST ANTLERS BANCORPORATION, INC.",6,0,0,8,1,Pushmataha,,,1/1/1901,5/3/1934,3/4/2014,Stock,0,0,FED,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,www.firstbank-ok.com,139,287394,27980,22595,482,0,237964,2842,0,11997,954,1168,6849,287394,262732,241899,186915,241899,84.52800594,0,0,19000,0,1833,24662,24662,0,188,10264,14210,0,1073,0,1908,261041,79860,286730,288181.5,212769,286140,0,0,0,0,52551,6718,19000,0,21759,23491,2662,21759,0
18714,11104,288853,1060627,FirstBank,Lakewood,CO,80215,6/30/2015,8/16/2015,SM,10403 West Colfax Avenue,FIRSTBANK HOLDING COMPANY,123,0,1,5,0,Jefferson,19740,"Denver-Aurora-Lakewood, CO",2/27/1963,2/27/1963,11/23/2013,Stock,0,1,FED,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,0,http://www.efirstbank.com,2239,15123791,259119,91091,5916562,0,8377775,86644,0,291299,1242,12588,265206,15123791,13906750,13644880,12484584,13644880,75.72124568,0,0,142128,0,119742,1217041,1217041,0,7000,279668,930373,0,20108,183,46021,14385428,8548124,14887487.33,15083724.5,8297439,14871308,150898,50319,0,100579,441861,40601,75275,8491,2122638,1157747,90018,2122638,115057
8663,11468,436159,1132104,FirstBank,Nashville,TN,37201,6/30/2015,8/16/2015,NM,"211 Commerce St., Suite 300","FIRST SOUTH BANCORP, INC.",56,0,1,4,1,Davidson,34980,"Nashville-Davidson-Murfreesboro-Franklin, TN",1/1/1906,1/1/1934,5/28/2015,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Nashville,Atlanta,Southern,Southeast,0,0,www.firstbankonline.com,849,2530932,75275,20881,567341,11258,1713554,29030,0,48325,6192,65925,43062,2530932,2275187,2040551,1514475,2040551,63.11684154,181668,0,16982,6000,29986,255745,255745,0,75,191356,64314,0,16392,0,6442,2313034,578155,2491467.67,2524837,1848263,2454989,3169,3169,0,0,229508,24974,16982,234951,535798,204044,23176,535798,836193
5486,11622,540056,1020854,FirstBank of Nebraska,Wahoo,NE,68066,6/30/2015,8/16/2015,SM,201 East 5th,"BANK MANAGEMENT, INC.",4,0,0,2,0,Saunders,36540,"Omaha-Council Bluffs, NE-IA",7/15/1882,1/1/1934,12/19/2013,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,1,www.firstbankne.com,39,218845,9386,6272,96558,0,105274,1275,0,1960,333,1290,4044,218845,195852,150145,112948,150145,82.90177174,22526,0,21350,0,1831,22993,22993,0,678,6748,15567,0,724,0,1507,208104,64286,218228.33,219081.5,192372,219023,743,743,0,0,28079,2646,21350,0,17798,21976,1275,17798,2008
30387,5266,510871,2744894,FirstBank Puerto Rico,Santurce,PR,909,6/30/2015,8/16/2015,NM,1519 Ponce De Leon Ave .,FIRST BANCORP,11,1,1,4,0,San Juan,41980,"San Juan-Carolina-Caguas, PR",1/17/1949,1/17/1949,2/27/2015,Stock,0,0,FDIC,DIF,New York,NEW YORK,San Juan,New York,Northeastern,Southeast,66,1,,2678,12562399,675541,600429,1965683,0,9075896,210238,0,147347,122129,76755,499048,12562399,10703192,9549257,8233112,9363183,79.77891682,700000,0,328834,0,125101,1859207,1859207,308000,179600,1179521,192086,0,696874,90922,50123,11642008,4999859,12801904.33,12847182.5,9201052,12606535,0,0,0,0,1239596,1562,325000,80026,1143185,1642643,117674,1143185,116962
3387,0,840363,1108707,FirstBank Southwest,Amarillo,TX,79120,6/30/2015,8/16/2015,NM,2401 South Georgia,"FIRSTPERRYTON BANCORP, INC.",9,0,0,4,1,Potter,11100,"Amarillo, TX",1/1/1907,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,www.fbsw.com,178,956850,68528,36743,336303,0,500481,4983,0,16542,108,2999,31889,956850,873014,858640,543900,858640,67.98317949,0,0,1018,0,13356,83836,83836,0,1500,40240,42096,0,540,0,3210,873527,78807,983625,979373,620169,974038,21905,18875,0,3030,43153,5574,1018,2592,127883,81190,4983,127883,32474
35028,0,2746263,3121344,"FirstCapital Bank of Texas, National Association",Midland,TX,79701,6/30/2015,8/16/2015,N,"310 W. Wall St., Suite 100","FIRST BANCSHARES OF TEXAS, INC.",7,0,0,4,0,Midland,33260,"Midland, TX",11/17/1998,11/17/1998,7/1/2010,Stock,0,1,OCC,DIF,Dallas,DALLAS,Lubbock,Dallas,Southern,West,0,1,https://www.FCBTexas.com,181,977137,88671,74820,220939,9438,617543,7989,0,22198,0,0,18348,977137,890894,834416,594644,834416,75.66614674,53260,0,1138,0,2080,86243,86243,0,3096,42046,41101,0,126,0,3162,922740,195899,943860.33,973055.5,725290,980648,8044,8044,0,0,102235,30065,1138,6346,180120,85913,8272,180120,10982
58537,0,3629484,0,FirstCity Bank of Commerce,Palm Beach Garde,FL,33408,6/30/2015,8/16/2015,NM,"11760 Us Hwy. 1, Suite 102w",,2,0,0,4,0,Palm Beach,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",8/27/2007,8/27/2007,6/18/2015,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,www.firstcityboc.com,16,72146,10624,7539,7450,2000,50128,744,0,276,0,0,1668,72146,65297,59492,46276,59492,72.44433241,494,0,5250,0,61,6849,6849,257,5858,6394,-5660,0,1673,0,163,67117,18330,67663,69489.5,50212,71723,924,924,0,0,9161,343,5250,347,4886,6673,629,4886,0
17478,0,536554,3391147,FirsTier Bank,Kimball,NE,69145,6/30/2015,8/16/2015,NM,115 South Walnut,FIRSTIER II BANCORP.,6,0,1,2,1,Kimball,,,7/15/1955,7/15/1955,10/1/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1,http://www.firstierbanks.com,63,239182,9266,0,59563,15323,130477,4803,0,5380,16697,0,2476,239182,205022,204147,140872,204147,83.19288642,0,0,0,0,875,34160,34160,0,2175,35025,-3040,0,14,0,1418,205363,58604,237924,239124,185904,238804,0,0,0,0,8690,0,0,180,29557,33950,2354,29557,0
13675,11753,67311,1070804,"Firstmerit Bank, National Association",Akron,OH,44308,6/30/2015,8/16/2015,N,106 South Main Street,FIRSTMERIT CORPORATION,379,0,1,4,0,Summit,10420,"Akron, OH",10/9/1890,1/25/1934,4/12/2013,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,0,www.firstmerit.com,4017,25278166,582664,115312,6624869,0,15549530,148259,46938,313819,63991,827709,1268646,25278166,22242595,19767761,17627665,19767761,70.07397178,1519250,46409,367227,247890,294058,3035571,3035571,0,70137,1799288,1166146,0,189994,0,66177,22289711,8857575,25087885.33,25189331.5,19367385,24229801,610660,219961,269301,121398,1974854,29431,365929,5432,6144175,2169590,400054,6144175,3930413
4660,11567,916857,4328083,FirstOak Bank,Independence,KS,67301,6/30/2015,8/16/2015,SM,113 North Penn Avenue,"FNB BANCSHARES, INC.",4,0,1,2,1,Montgomery,,,1/1/1881,1/1/1934,7/8/2013,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Wichita,Kansas City,Western,Western,0,1,http://www.firstoakbank.com,31,100010,5600,2312,5851,1739,80367,1050,0,2638,430,475,2910,100010,89793,83987,59151,83987,74.58629967,0,0,5000,0,806,10217,10217,0,411,3705,6101,0,2,0,768,90269,37606,98030.33,100514,86885,100428,1476,1476,0,0,7511,309,5000,0,13259,10001,1050,13259,0
26647,2706,932978,0,Firstrust Savings Bank,Conshohocken,PA,19428,6/30/2015,8/16/2015,SB,15 East Ridge Pike,,20,0,1,4,1,Montgomery,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1/1/1934,3/19/1986,10/10/2008,Stock,0,1,FDIC,DIF,New York,NEW YORK,Philadelphia,Philadelphia,Northeastern,Northeast,0,1,firstrust.com,441,2626339,94924,52017,226054,48,2249059,53510,0,13051,1852,8982,32369,2626339,2285077,1910573,1280642,1910573,56.50009532,75075,0,245163,0,54266,341262,341262,0,3105,117157,221000,0,25666,756,13934,2527178,514679,2595963.67,2589722.5,2495959,2518026,733,733,0,0,263312,289,245000,40550,989280,337064,31531,989280,157656
22536,0,25647,2479404,FirstSecure Bank and Trust Co.,Palos Hills,IL,60465,6/30/2015,8/16/2015,NM,10360 South Roberts Road,COMMUNITY HOLDINGS CORPORATION,1,0,0,4,0,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",10/21/1977,10/21/1977,11/23/2009,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.firstsecurebank.com,18,54257,10426,10238,1006,0,40896,1612,0,302,1263,0,364,54257,49279,48144,40725,48144,96.00635353,0,0,0,0,1135,4978,4978,0,600,15666,-11288,0,2221,0,170,52140,1243,53803.67,53351,40990,52757,0,0,0,0,9630,455,0,0,1420,4961,526,1420,0
20468,12638,540739,1132980,FirstState Bank,Lineville,AL,36266,6/30/2015,8/16/2015,NM,88730 Highway 9,FIRST STATE CAPITAL CORPORATION,3,0,0,2,0,Clay,,,8/24/1971,8/24/1971,1/31/2013,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,1,http://www.firststatedirect.com,47,214997,10648,8516,79069,0,113224,1315,0,4365,1396,0,6295,214997,191957,169995,140818,169995,87.43035802,0,0,20000,0,1962,23040,23040,0,100,600,22340,0,1008,0,1363,200809,62570,214178.67,215782,151629,214646,2223,42,0,2181,21683,605,20000,0,11317,23085,1315,11317,0
20488,11710,554857,2482196,Five Points Bank,Grand Island,NE,68803,6/30/2015,8/16/2015,SM,2015 North Broadwell Avenue,HOMETOWN BANC CORP,11,0,0,4,1,Hall,24260,"Grand Island, NE",9/10/1971,9/10/1971,3/28/2011,Stock,0,1,FED,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1,www.5pointsbank.com,143,916288,49076,30422,201117,0,628391,8322,0,9001,0,2100,26603,916288,816189,766329,636364,766329,70.64968239,2353,0,44015,0,3492,100099,100099,0,1100,37329,61670,0,136,0,4793,859930,287296,933262.67,916098,782643,910305,15288,15288,0,0,54548,10885,44015,0,161826,96862,8322,161826,5988
14312,16651,386450,2482196,Five Points Bank of Hastings,Hastings,NE,68902,6/30/2015,8/16/2015,SM,2815 Osborne Drive West,HOMETOWN BANC CORP,3,0,0,2,0,Adams,,,1/1/1893,5/2/1934,3/31/2006,Stock,0,0,FED,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1,www.5pointsbank.com,37,278032,36607,34771,111449,100,120483,1625,0,1253,0,0,8140,278032,250295,239660,209050,239660,59.56011498,0,0,9000,0,1635,27737,27737,0,152,24021,3564,0,588,0,1414,266803,64549,270623,272329,182122,263935,3776,3776,0,0,12491,9221,9000,520,49286,27279,1625,49286,0
35361,0,2867337,3162927,Five Star Bank,Rocklin,CA,95677,6/30/2015,8/16/2015,NM,6810 Five Star Boulevard,FIVE STAR BANCORP,6,0,0,4,1,Placer,40900,"Sacramento-Roseville-Arden-Arcade, CA",12/20/1999,12/20/1999,8/9/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Sacramento,San Francisco,Western,Western,0,1,http://fivestarbank.com,57,748878,207590,195973,36300,0,496752,6266,0,1119,0,87,7030,748878,685136,683308,464303,683308,30.71811352,0,0,0,0,1828,63742,63742,0,56349,0,7393,0,2812,0,1350,729025,139139,667742.33,699737,582008,710611,2018,2018,0,0,62787,11132,0,0,85294,64006,6316,85294,2586
659,14115,601416,1032464,Five Star Bank,Warsaw,NY,14569,6/30/2015,8/16/2015,SM,55 North Main Street,"FINANCIAL INSTITUTIONS, INC.",50,0,0,9,0,Wyoming,,,12/26/1881,1/1/1934,2/13/2013,Stock,0,1,FED,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,1,www.five-starbank.com,601,3337787,52330,5575,1093458,0,1982221,27500,0,34417,165,50797,124399,3337787,3043749,2672920,2054096,2672920,73.75935176,0,0,350600,0,20229,294038,294038,0,400,163274,130364,0,10707,3161,8620,3081254,1696728,3193109.33,3257109.5,2270742,3189513,60556,38474,0,22082,419696,11787,350600,448,487114,257220,27500,487114,4892
35218,0,2845755,0,FLAGLER BANK,West Palm Beach,FL,33406,6/30/2015,8/16/2015,SM,1801 Forest Hill Boulevard,,2,0,0,4,1,Palm Beach,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",4/10/2000,4/10/2000,3/31/2006,Stock,0,0,FED,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,http://www.flaglerbankusa.com,26,182373,9886,3756,53122,2322,106577,1980,0,5411,3252,0,1803,182373,165990,155771,132681,155771,80.52385659,0,0,10000,0,219,16383,16383,0,7378,5556,3449,0,1005,0,646,165777,65412,174332,178355,121808,175161,0,0,0,0,20863,808,10000,0,13004,17736,1528,13004,0
8188,0,83151,1128675,Flagship Bank Minnesota,Wayzata,MN,55391,6/30/2015,8/16/2015,NM,445 East Lake Street,"FLAGSHIP FINANCIAL GROUP, INC.",2,0,0,4,0,Hennepin,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1/1/1875,1/1/1934,4/27/2013,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,www.flagshipbanks.com,21,97809,11317,10266,9302,0,66341,881,0,1360,2416,0,7073,97809,84906,84708,68005,84708,72.1444658,0,0,0,0,198,12903,12903,0,100,15942,-3139,0,208,0,227,85909,11930,97726,98248.5,72601,95960,1955,1955,0,0,8931,1317,0,0,10947,9198,881,10947,0
58113,0,3404999,0,Flagship Community Bank,Clearwater,FL,33761,6/30/2015,8/16/2015,NM,29750 Us Highway 19 North,,3,0,0,4,0,Pinellas,45300,"Tampa-St. Petersburg-Clearwater, FL",1/23/2006,1/23/2006,11/6/2006,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Tampa,Atlanta,Southern,Southeast,0,1,http://www.flagshipcommunitybank.com,26,104903,20635,19066,0,0,80098,911,0,1971,0,94,2105,104903,92231,86886,76007,86886,91.11136677,0,0,5000,0,345,12672,12672,0,7775,7269,-2372,0,1716,0,210,99164,20476,99986,102530,84592,98997,0,0,0,0,5276,0,5000,0,9821,11534,911,9821,0
32541,8412,146672,0,"Flagstar Bank, FSB",Troy,MI,48098,6/30/2015,8/16/2015,SA,5151 Corporate Drive,,100,0,0,5,0,Oakland,19820,"Detroit-Warren-Dearborn, MI",5/20/1987,6/3/1987,8/9/2013,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Detroit,Chicago,Central,Central,0,0,www.flagstar.com,2713,12075669,245857,193379,2272315,100000,7742925,222000,3324,190364,17848,317312,1185724,12075669,10437254,7885147,6230921,7885147,78.81775573,0,1540,2239836,0,310731,1638415,1638415,0,3000,1842515,-207100,0,523647,449954,19077,10308619,5658296,11121384.67,11792346.5,6569757,11424205,150000,120000,0,30000,1574519,118,2198000,2038255,1536779,1336875,86415,1536779,11636375
11734,0,979133,2494153,Flanagan State Bank,Flanagan,IL,61740,6/30/2015,8/16/2015,NM,301 West Falcon Highway,"HOMETOWN FINANCIAL GROUP, INC.",6,0,0,2,1,Livingston,,,1/1/1913,1/1/1934,6/2/2014,Stock,0,1,FDIC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1,www.flanaganstatebank.com,76,167429,6651,985,50539,0,99189,1179,0,6258,582,656,3554,167429,151187,148485,124025,148485,93.52960577,135,0,1750,0,817,16242,16242,0,200,2200,13842,0,577,100,1163,150713,52057,167455.33,167786.5,106790,168048,822,822,0,0,3710,0,1750,10680,13271,15945,1292,13271,23435
20382,11185,811756,1127892,"Flathead Bank of Bigfork, Montana",Bigfork,MT,59911,6/30/2015,8/16/2015,NM,800 Grand Avenue,FLATHEAD HOLDING COMPANY OF BIGFORK,7,0,0,7,1,Flathead,,,3/15/1971,3/15/1971,7/28/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,http://www.flatheadbank.com,68,218176,16882,14804,111284,100,74789,3860,0,4609,1259,1074,8179,218176,194260,172635,136911,172635,96.01227882,15717,0,5005,0,903,23916,23916,0,900,18183,4833,0,2241,43,1141,200977,89121,217894,219940,102784,219407,6225,2175,0,4050,18890,322,5005,594,7986,22805,1317,7986,1854
57280,0,3022610,3700936,FlatIrons Bank,Boulder,CO,80302,6/30/2015,8/16/2015,SM,"1095 Canyon Blvd, Suite 100",FBHC HOLDING COMPANY,3,0,0,4,1,Boulder,14500,"Boulder, CO",12/22/2001,12/22/2001,9/4/2014,Stock,0,0,FED,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,www.flatironsbank.com,17,127563,721,127,30560,0,93071,1141,0,531,0,81,2599,127563,114026,103574,89539,103574,85.7890266,45,0,9935,0,472,13537,13537,0,2423,6846,4268,0,247,0,448,123758,57083,127886.67,128847,88278,131272,1131,574,0,557,13523,4359,9935,0,11155,12602,1104,11155,0
