cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
4829,0,746223,2706726,1880 Bank,Cambridge,MD,21613,6/30/2015,8/16/2015,SM,304 High Street,"DELMARVA BANCSHARES, INC.",3,0,0,4,0,Dorchester,,,1/1/1880,1/1/1934,10/31/2014,Stock,0,1,FED,DIF,New York,NEW YORK,Baltimore,Richmond,Northeastern,Southeast,0,1,www.1880bank.com,31,192823,25373,23062,36418,2,116178,1488,0,2922,985,0,10945,192823,170609,166257,113745,166257,80.79705134,0,0,0,0,4352,22214,22214,0,10742,26165,-14693,0,5515,0,335,175660,46527,192995.67,193572,126078,193092,8656,1762,0,6894,13062,5056,0,0,25437,22317,1576,25437,0
33785,15377,2713920,3063622,"1919 Investment Counsel & Trust Company,  National Association",Baltimore,MD,21202,6/30/2015,8/16/2015,N,100 Light Street,STIFEL FINANCIAL CORP.,1,0,0,7,0,Baltimore City,12580,"Baltimore-Columbia-Towson, MD",2/16/1993,9/29/1999,10/8/2014,Stock,0,1,OCC,DIF,New York,KANSAS CITY,Baltimore,Richmond,Northeastern,Southeast,0,0,http://www.1919ic.com,99,72358,31070,31070,0,0,0,0,0,1793,0,0,39495,72358,23912,500,500,500,50,0,0,0,0,23412,48446,48446,0,0,75031,-26585,0,0,0,1,31070,0,68231.67,69192.5,33141,45162,0,0,0,0,500,0,0,0,0,24416,0,0,0
57899,0,3317192,4526496,1st Advantage Bank,Saint Peters,MO,63376,6/30/2015,8/16/2015,NM,240 Salt Lick Road,"BANC INVESTORS, LLC",1,0,0,4,0,Saint Charles,41180,"St. Louis, MO-IL",1/31/2005,1/31/2005,9/10/2010,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1,http://www.1stadvantagebank.com,17,82084,4139,3201,2716,0,67188,1008,0,1858,5370,0,813,82084,75137,66213,58106,66213,79.17503359,0,0,8838,0,86,6947,6947,0,534,14363,-7950,0,4115,0,134,73105,6215,79548.67,81247.5,76598,78097,0,0,0,0,12926,4016,8838,0,4756,6912,958,4756,0
22039,0,564856,1128415,1st Bank,Broadus,MT,59317,6/30/2015,8/16/2015,SM,201 North Wilbur,"1ST UNITED BANCORPORATION, INC.",1,0,0,2,1,Richland,,,6/9/1975,6/9/1975,9/20/2014,Stock,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Billings,Minneapolis,Western,West,0,1,www.our1stbank.com,8,47439,20428,18000,0,0,25277,993,0,987,0,0,747,47439,42167,42039,37580,42039,91.42986232,0,0,0,0,128,5272,5272,0,657,3989,626,0,0,0,506,43277,2576,49779.33,48132,26939,48068,0,0,0,0,0,0,0,0,3652,5272,993,3652,0
16419,17301,419255,1055780,1st Bank & Trust,Broken Bow,OK,74728,6/30/2015,8/16/2015,SM,710 South Park Drive,"SOUTHEASTERN BANCSHARES, INC.",4,0,0,8,1,Mccurtain,,,5/6/1946,5/6/1946,3/31/2006,Stock,0,1,FED,DIF,Dallas,DALLAS,Tulsa,Kansas City,Southern,West,0,1,http://www/1stbankandtrust.com,44,128765,6377,557,41607,1444,72441,1031,0,5833,0,0,1063,128765,117979,117692,81479,117692,83.53835698,0,0,0,0,287,10786,10786,0,500,752,9534,0,154,0,724,116049,47373,128088.33,127981.5,78399,129628,0,0,0,0,1787,598,0,0,4339,10511,980,4339,0
30367,5236,148470,0,1st Bank of Sea Isle City,Sea Isle City,NJ,8243,6/30/2015,8/16/2015,SB,4301 Landis Avenue,,3,0,0,5,0,Cape May,36140,"Ocean City, NJ",1/1/1882,11/30/1948,9/19/2014,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,Philadelphia,Northeastern,Northeast,0,1,www.1stbankseaisle.com,39,229906,29457,25227,10219,3000,170055,1491,0,5496,1874,0,9805,229906,206356,201851,165369,201851,78.21483951,0,0,0,0,4505,23550,23550,0,100,0,23450,0,3693,0,562,208501,99521,229927.67,228206.5,146333,225315,5789,4482,0,1307,7995,10872,0,0,17852,23550,1491,17852,0
57298,0,3048487,3559844,1st Bank Yuma,Yuma,AZ,85364,6/30/2015,8/16/2015,NM,2799 South 4th Avenue,"WESTERN ARIZONA BANCORP, INC.",4,0,0,4,0,Yuma,49740,"Yuma, AZ",9/4/2001,9/4/2001,8/9/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Phoenix,San Francisco,Western,Western,0,1,http://www.1stbankyuma.com,56,224733,17033,12426,31257,1805,162009,1655,0,3710,0,1820,7099,224733,200873,199629,129235,199629,79.16731365,0,0,0,0,1244,23860,23860,0,5165,9820,8875,0,2575,0,813,207497,84442,221869.33,225656.5,176668,226451,4486,1667,0,2819,8756,6541,0,0,36872,22217,1669,36872,0
32487,8322,941653,1064791,1st Cameron State Bank,Cameron,MO,64429,6/30/2015,8/16/2015,NM,124 South Walnut,"C & M BANCSHARES, INC.",2,0,0,8,0,Clinton,28140,"Kansas City, MO-KS",8/11/1986,8/11/1986,6/29/2009,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,1,www.1stcameron.com,14,52429,11303,10140,10177,50,29916,266,0,732,0,0,251,52429,47610,42425,35404,42425,85.81831036,4973,0,0,0,212,4819,4819,0,500,1337,2982,0,0,0,127,50283,11492,52536.33,53399.5,24083,53085,0,0,0,0,8475,387,0,0,2603,4819,266,2603,0
58485,0,3594797,0,1st Capital Bank,Monterey,CA,93940,6/30/2015,8/16/2015,NM,"5 Harris Court, Bldg N, # No",,5,0,0,4,0,Monterey,41500,"Salinas, CA",4/16/2007,4/16/2007,8/11/2015,Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,San Francisco,San Francisco,Western,Western,0,1,www.1stcapitalbank.com,70,480666,29759,20820,98672,0,341682,5549,0,1689,0,20,8844,480666,437450,436394,276474,436394,53.05406043,0,0,0,0,1056,43216,43216,0,37857,2059,3300,0,92,92,1074,461174,119349,475326.33,480558,316541,478866,2321,0,0,2321,17797,12756,0,0,66429,42941,3978,66429,0
57657,0,3247598,3602236,"1st Century Bank,  National Association",Los Angeles,CA,90067,6/30/2015,8/16/2015,N,"1875 Century Park East, # 14","1ST CENTURY BANCSHARES, INC.",1,0,0,4,0,Los Angeles,31080,"Los Angeles-Long Beach-Anaheim, CA",3/1/2004,3/1/2004,3/31/2006,Stock,0,0,OCC,DIF,San Francisco,SAN FRANCISCO,Los Angeles (West),San Francisco,Western,Western,0,1,www.1cbank.com,74,661277,62481,54624,75549,0,510741,8323,32,1843,0,0,10631,661277,602137,584431,236855,584431,53.2681409,0,32,15000,0,2674,59140,59140,0,49569,8698,873,0,712,0,1537,640914,129662,621028.67,638948.5,561125,639752,0,0,0,0,49072,3128,15000,0,150169,59083,7034,150169,4116
35456,0,2920773,3118513,1st Colonial Community Bank,Collingswood,NJ,8108,6/30/2015,8/16/2015,NM,1040 Haddon Avenue,"1ST COLONIAL BANCORP, INC.",3,0,0,4,0,Camden,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6/29/2000,6/29/2000,11/1/2012,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,Philadelphia,Northeastern,Northeast,0,1,http://www.1stcolonial.com,50,435753,6445,5698,143964,148,271689,4228,0,1398,894,0,11215,435753,407530,398170,342862,398170,46.66413855,3222,0,4900,0,1238,28223,28223,0,1025,15849,11349,0,1901,0,1092,421499,180544,424174,431836.5,264160,433632,6408,5210,0,1198,17372,778,4900,6663,45922,27712,3315,45922,0
11706,12404,338945,1204083,1st Community Bank,Sherrard,IL,61281,6/30/2015,8/16/2015,NM,407 Third Street,ILLINOIS HOLDING CO.,2,0,0,2,1,Mercer,19340,"Davenport-Moline-Rock Island, IA-IL",1/1/1910,1/1/1934,3/13/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,http://www.1stcommunitybanks.com,18,68976,5598,1601,16229,0,45680,378,0,858,0,0,611,68976,63022,59831,52503,59831,87.51356133,0,0,3000,0,191,5954,5954,0,200,1320,4434,0,327,0,427,63510,10341,70213,69965,47902,69825,0,0,0,0,13212,1477,3000,0,5389,6158,378,5389,0
27552,10064,1412619,2784920,1st Constitution Bank,Cranbury,NJ,8512,6/30/2015,8/16/2015,NM,2650 Route 130,1ST CONSTITUTION BANCORP,19,0,0,4,0,Middlesex,35620,"New York-Newark-Jersey City, NY-NJ-PA",7/24/1989,7/24/1989,2/8/2014,Stock,0,0,FDIC,DIF,New York,NEW YORK,Jamesburg,New York,Northeastern,Northeast,0,1,www.1stconstitution.com,181,1046930,16364,11515,200701,0,760386,7351,0,11476,5328,13754,38921,1046930,939695,798159,637130,798159,70.74180002,0,0,130728,0,10808,107235,107235,0,6061,69191,31983,0,5429,0,2976,972602,182366,1006195.33,1030903,911095,974679,21301,11377,0,9924,134515,580,130728,9231,256961,95191,7351,256961,0
34393,0,2531562,2531553,1st Equity Bank,Skokie,IL,60076,6/30/2015,8/16/2015,NM,3956 West Dempster Street,FIRST EQUITY CORP.,1,0,0,4,1,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",6/9/1997,6/9/1997,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,,10,105938,20441,19711,1672,14359,68197,971,0,495,0,0,774,105938,91334,88206,74452,88206,80.17252128,0,0,3000,0,128,14604,14604,0,2500,7750,4354,0,1969,0,145,103939,3821,100666.67,101368,66185,97102,237,237,0,0,6831,0,3000,0,3528,14604,829,3528,0
57611,0,3203996,3203987,1st Equity Bank Northwest,Buffalo Grove,IL,60089,6/30/2015,8/16/2015,NM,1330 Dundee Road,NORTHWEST EQUITY CORP.,1,0,0,4,1,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",10/15/2003,10/15/2003,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,,5,39483,7772,7216,0,993,29962,396,0,222,0,0,534,39483,31411,31270,30685,31270,81.47200818,0,0,0,0,141,8072,8072,0,1,7951,120,0,4620,0,80,38171,506,40223.33,39848,28245,39787,209,209,0,0,1256,0,0,0,440,8072,355,440,0
1673,0,526452,0,1st Financial Bank USA,Dakota Dunes,SD,57049,6/30/2015,8/16/2015,NM,331 N. Dakota Dunes Blvd.,,2,0,0,3,0,Union,43580,"Sioux City, IA-NE-SD",1/1/1910,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux Falls,Minneapolis,Western,West,0,0,http://www.1fbusa.com,367,717172,80625,77421,31123,0,527827,21982,0,40039,78,0,37480,717172,587926,539032,531296,539032,98.14363088,0,0,33468,0,15426,129246,129246,0,88,89912,39246,0,13911,0,6437,636371,2484,717230.33,724243,623681,720010,0,0,0,0,22604,55,0,0,2265324,129246,7971,2265324,12159
58548,0,3655081,0,1st Manatee Bank,Parrish,FL,34219,6/30/2015,8/16/2015,NM,12215 Us Highway 301 N,,3,0,0,4,0,Manatee,35840,"North Port-Sarasota-Bradenton, FL",11/13/2007,11/13/2007,1/25/2010,Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Tampa,Atlanta,Southern,Southeast,0,1,WWW.1STMANATEE.COM,30,136854,11153,9567,14500,0,101830,1072,0,5290,674,297,3110,136854,125056,123377,113861,123377,93.39210618,0,0,0,0,1679,11798,11798,0,5558,4622,1618,0,3614,59,317,125897,25645,127640.33,132648,99603,133427,2033,1175,0,858,12087,6,0,0,10663,11732,1072,10663,0
6646,8805,480723,0,1st National Bank,Lebanon,OH,45036,6/30/2015,8/16/2015,N,730 East Main Street,,10,0,0,4,1,Warren,17140,"Cincinnati, OH-KY-IN",1/1/1907,1/1/1934,11/1/2012,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,1,WWW.BANKWITH1ST.COM,57,131972,9075,5882,16851,1257,92900,1250,0,4016,1693,2234,3946,131972,117257,114520,94926,114520,81.96742751,0,0,2000,0,737,14715,14715,0,850,850,13015,0,2449,0,350,116890,65262,127723,128760.5,78787,130572,2071,1034,0,1037,9845,1986,2000,7117,12509,14715,989,12509,18474
3564,11706,737632,3437782,1st National Bank of South Florida,Homestead,FL,33030,6/30/2015,8/16/2015,N,1550 North Krome Avenue,HOMETOWN OF HOMESTEAD BANKING COMPANY,6,0,0,4,0,Miami-Dade,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",10/24/1932,1/1/1934,3/31/2006,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1,http://www.1stnatbank.com,92,346291,24978,19987,90161,0,202114,2158,0,16649,5291,0,7098,346291,315243,283358,204692,283358,84.69075818,455,0,30000,0,1430,31048,31048,0,2083,62177,-33212,0,644,0,1171,312262,147830,332373.67,338963,217929,341126,0,0,0,0,8491,7318,30000,0,17501,30802,2158,17501,0
26977,10790,1000511,2421896,1st National Community Bank,East Liverpool,OH,43920,6/30/2015,8/16/2015,N,16924 St. Clair Avenue,"TRI-STATE 1ST BANC, INC.",5,0,1,8,0,Columbiana,,,6/1/1987,6/1/1987,3/31/2006,Stock,0,1,OCC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1,www.1stncb.com,49,138695,4361,2175,47583,13950,65347,805,0,2534,40,0,4880,138695,125519,122775,70170,122775,74.75139876,66,0,2000,0,678,13176,13176,0,2584,2611,7981,0,809,308,407,129055,57055,136010.67,138834.5,75392,139267,3251,3251,0,0,66,2888,2000,0,15188,12901,876,15188,0
57633,0,1018927,4347208,1st Security Bank of Washington,Mountlake Terrac,WA,98043,6/30/2015,8/16/2015,SB,"6920 220th St Sw, Suite 300","FS BANCORP, INC.",8,0,0,4,0,Snohomish,42660,"Seattle-Tacoma-Bellevue, WA",4/1/2004,4/1/2004,8/10/2015,Non-Stock,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1,WWW.FSBWA.COM,217,566310,13742,11438,50414,0,471090,6778,0,13597,0,4569,12898,566310,505679,480331,401954,480331,77.52195882,0,0,20269,0,5079,60631,60631,0,0,15500,45131,0,1028,0,1758,532942,294511,532573,548527.5,492513,555573,6650,6650,0,0,41782,50,20269,41039,130572,60655,6172,130572,130957
9087,10250,991340,1199602,1st Source Bank,South Bend,IN,46601,6/30/2015,8/16/2015,SM,100 North Michigan Street,1ST SOURCE CORPORATION,85,0,1,4,0,St Joseph,43780,"South Bend-Mishawaka, IN-MI",1/1/1922,1/1/1934,6/7/2008,Stock,0,1,FED,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1,www.1stsource.com,1165,5001255,78183,11881,780099,0,3780893,86588,8457,50054,927,88929,213713,5001255,4350686,3963088,3106006,3963088,64.50841951,179014,8613,168616,0,31355,650569,650569,0,2818,273489,374262,0,20670,7525,13018,4572873,745874,4888331,4924719,4267045,4855882,61288,43460,0,17828,618976,34757,163306,14782,803468,567840,53853,803468,549993
57626,0,3223305,3223293,1st State Bank,Saginaw,MI,48604,6/30/2015,8/16/2015,NM,"4800 Fashion Sq Blvd, # 100","VALLEY FINANCIAL GROUP, LTD.",4,0,0,4,0,Saginaw,40980,"Saginaw, MI",4/12/2004,4/12/2004,8/19/2013,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Detroit,Chicago,Central,Central,0,1,www.1ststatebk.com,46,205341,25416,21655,17767,0,150470,2149,0,7319,1887,556,1926,205341,185664,175229,118711,175229,68.18835288,0,0,9773,0,662,19677,19677,800,6040,10249,2588,0,2876,446,387,189892,3986,210710.67,208150.5,178030,208035,0,0,0,0,10161,7760,9773,2354,76713,19647,2149,76713,4739
22543,14261,170640,3070152,1st State Bank of Mason City,Mason City,IL,62664,6/30/2015,8/16/2015,NM,123 West Elm Street,"FIRSTATE BANCORP, INC.",1,0,0,7,1,Mason,,,11/1/1977,11/1/1977,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1,www.1ststatebankmc.com,5,30887,2192,1394,10531,6280,11467,147,0,116,0,0,301,30887,27402,27366,22544,27366,90.75866603,0,0,0,0,36,3485,3485,0,309,391,2785,0,154,0,108,29672,10745,30208.33,30670.5,13577,30902,0,0,0,0,261,89,0,0,635,3505,147,635,0
8426,10595,526519,1830240,1st Summit Bank,Johnstown,PA,15904,6/30/2015,8/16/2015,NM,125 Donald Lane,"1ST SUMMIT BANCORP OF JOHNSTOWN, INC.",15,0,0,5,0,Cambria,27780,"Johnstown, PA",1/1/1924,1/1/1934,3/31/2006,Stock,0,1,FDIC,DIF,New York,NEW YORK,Wexford,Philadelphia,Northeastern,Northeast,0,1,http://www.1stsummit.com,168,905226,7849,64,424502,0,441731,5928,0,8069,298,339,22438,905226,825880,798218,744376,798218,85.16784544,0,0,21448,2000,4214,79346,79346,0,771,9363,69212,0,3288,0,2988,866297,713462,902810,905626.5,502379,903551,10599,6639,20,3940,52780,27596,21448,0,96629,77798,6559,96629,0
57869,0,3309393,0,"1st Trust Bank, Inc.",Hazard,KY,41701,6/30/2015,8/16/2015,NM,24 Commerce Drive,,3,0,0,4,0,Perry,,,12/13/2004,12/13/2004,3/31/2006,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Lexington,Cleveland,Central,Southeast,0,1,http://www.1sttrustbankinc.com,44,194519,11733,4349,5591,12612,156884,968,0,6486,0,0,1213,194519,177246,169508,124841,169508,58.46505922,0,0,7247,0,491,17273,17273,0,8581,5000,3692,0,2586,0,664,179436,49474,193340.33,192322,157381,194615,0,0,0,0,41013,11338,7247,400,14013,17254,968,14013,0
31249,6607,350572,3800630,1st United Bank,Faribault,MN,55021,6/30/2015,8/16/2015,NM,430 4th St Nw,"FARIBAULT FSL BANCORPORATION, INC.",2,0,0,4,1,Rice,,,1/1/1920,12/18/1961,2/13/2012,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,WWW.1STUNITED.COM,37,136421,6067,4414,42747,0,80966,871,0,3155,1899,338,1249,136421,123289,122403,101096,122403,93.35816263,0,0,789,0,97,13132,13132,0,77,8673,4382,0,151,0,624,128127,35467,139884,139424.5,101170,137808,0,0,0,0,374,2962,789,492,20613,12274,873,20613,1772
9751,0,340256,3304343,21st Century Bank,Loretto,MN,55357,6/30/2015,8/16/2015,NM,699 North Medina Street,DOLPHIN FAMILY LIMITED PARTNERSHIP,7,0,0,4,0,Hennepin,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",6/2/1917,1/1/1934,3/31/2006,Stock,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1,http://www.21stcenturybank.com,45,357705,11625,10161,49986,0,267151,1760,0,9073,13631,0,6239,357705,311041,309554,293797,309554,80.19569926,0,0,0,0,1487,46664,46664,0,341,35659,10664,0,3591,695,1029,327298,44318,356740.33,358556.5,258537,357182,921,921,0,0,350,2785,0,0,26733,47507,1760,26733,0
91005,0,455253,4754758,5Star Bank,Colorado Springs,CO,80914,6/30/2015,8/16/2015,NM,"Peterson Air Force Base, 455",LITTLE LONDON BANCORP,4,0,0,4,0,El Paso,17820,"Colorado Springs, CO",6/10/1980,11/5/1985,8/23/2013,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1,http://www.5starbankus.com,27,149015,3799,48,9609,19900,110834,173,0,2302,0,1433,1138,149015,134099,132859,116899,132859,78.30763094,0,0,0,0,1240,14916,14916,0,385,14365,166,0,680,0,356,140391,9613,163455.67,158810.5,119319,151169,0,0,0,0,5250,4392,0,0,14034,13491,173,14034,0
27831,358,671370,0,A J Smith Federal Savings Bank,Midlothian,IL,60445,6/30/2015,8/16/2015,SA,14757 S Cicero Ave,,3,0,0,5,0,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",1/1/1924,12/3/1934,7/21/2011,Stock,0,0,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,www.ajsmithbank.com,42,208085,24522,21052,52143,0,116690,1080,0,3540,1300,5,9885,208085,178765,168113,145933,168113,92.09303419,0,0,6053,0,4599,29320,29320,0,6,15321,13993,0,2363,0,430,189885,120919,211601,208835,90705,207307,5802,5802,0,0,12332,1324,5000,0,8666,27745,1080,8666,0
35029,0,2775151,2775142,AB&T National Bank,Albany,GA,31708,6/30/2015,8/16/2015,N,2815 Meredyth Drive,"COMMUNITY CAPITAL BANCSHARES, INC.",4,0,0,4,0,Dougherty,10500,"Albany, GA",4/28/1999,4/28/1999,1/1/2014,Stock,0,0,OCC,DIF,Atlanta,ATLANTA,Albany Ga,Atlanta,Southern,Southeast,0,1,www.abtgold.com,36,134974,12077,5873,10730,0,100973,1914,0,2715,325,0,8154,134974,117496,110283,82696,110283,81.07279832,0,0,6992,0,221,17478,17478,0,3750,24400,-10672,0,21,0,354,117576,26177,138877,135718.5,103140,120897,0,0,0,0,3699,8235,0,365,35602,11251,1342,35602,0
32257,8059,762773,0,Abacus Federal Savings Bank,New York,NY,10013,6/30/2015,8/16/2015,SA,6 Bowery,,6,0,1,4,0,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",11/29/1984,11/29/1984,2/23/2012,Stock,0,0,OCC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1,www.abacusbank.com,96,224686,24188,22412,47162,0,137668,1687,0,5523,489,3235,6421,224686,192330,190922,132009,190922,93.63059326,0,0,0,0,1408,32356,32356,0,2000,0,30356,0,191,0,719,207242,39027,233320,228345,126789,230224,0,0,0,0,1937,0,0,0,13427,30549,1600,13427,0
30332,5179,114774,0,Abbeville Building & Loan (A State-Chartered Savings Bank),Abbeville,LA,70510,6/30/2015,8/16/2015,SB,1212 Charity Street,,1,0,0,4,0,Vermilion,29180,"Lafayette, LA",1/1/1890,8/9/1948,3/31/2006,Non-Stock,0,0,FDIC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1,www.abbemae.com,22,62405,7934,7668,1116,0,46978,567,0,1649,103,4027,598,62405,48311,46892,44425,46892,92.6031719,0,0,0,0,1419,14094,14094,0,0,0,14094,0,2117,0,277,55762,26386,60852,61601,41294,62776,0,0,0,0,2022,25,0,0,28224,13598,523,28224,0
30619,5642,416272,0,"Abbeville First Bank, SSB",Abbeville,SC,29620,6/30/2015,8/16/2015,SB,205 South Main St,,1,0,0,5,0,Abbeville,,,1/1/1907,5/11/1953,10/17/2013,Non-Stock,0,0,FDIC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1,http://www.abbevillefirst.com,14,67173,2414,1934,19595,0,40149,699,0,499,232,0,4284,67173,59594,47882,585,47882,98.39814544,0,0,11350,0,362,7579,7579,0,0,0,7579,0,413,0,365,61678,39829,66914,67172,35193,68415,3215,2054,1161,0,4596,356,11350,0,3578,7241,443,3578,0
19795,16035,198149,3612794,AbbyBank,Abbotsford,WI,54405,6/30/2015,8/16/2015,NM,401 East Spruce Street,"ABBY BANCORP, INC.",4,0,0,2,0,Marathon,48140,"Wausau, WI",3/1/1968,3/1/1968,1/15/2015,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Eau Claire,Chicago,Central,Central,0,1,www.abbybank.com,77,327243,29411,26449,26926,0,253412,3809,0,8189,297,862,8146,327243,295004,288732,259504,288732,86.5375301,1500,0,4000,0,772,32239,32239,0,3000,5027,24212,0,3155,0,775,306787,34629,326598.67,325579,268062,322654,5844,5844,0,0,23200,1699,4000,672,25746,32261,3356,25746,3213
11694,11442,4839,1143641,ABC Bank,Chicago,IL,60644,6/30/2015,8/16/2015,NM,5645 West Lake Street,GREATER CHICAGO FINANCIAL CORP.,5,0,0,4,1,Cook,16980,"Chicago-Naperville-Elgin, IL-IN-WI",6/10/1891,1/1/1934,6/1/2012,Stock,0,0,FDIC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1,WWW.ABCBANK.NET,92,343292,20097,11738,77502,0,236029,4884,0,5260,1396,0,3008,343292,305980,271950,221731,271950,80.3184499,10352,0,22426,0,1252,37312,37312,0,1875,14840,20597,0,9658,0,1339,325269,69025,339041.67,338972.5,263042,338056,0,0,0,0,29663,23155,22000,1831,33740,37614,3308,33740,495
26549,0,117672,0,Abington Bank,Abington,MA,2351,6/30/2015,8/16/2015,SM,6 Harrison Avenue,,1,0,0,4,0,Plymouth,14460,"Boston-Cambridge-Newton, MA-NH",1/1/1888,2/12/1986,10/21/2008,Non-Stock,0,0,FED,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,1,www.theabingtonbank.com,24,126217,5707,2638,17329,161,96374,828,0,1256,0,139,5251,126217,115493,105239,91028,105239,88.60794375,0,0,9723,0,531,10724,10724,0,0,0,10724,0,2719,0,464,116502,61274,122448.67,123405.5,87408,126487,2620,2620,0,0,6290,548,9723,0,21261,10981,908,21261,0
19600,0,535753,2107707,"Academy Bank, National Association",Colorado Springs,CO,80920,6/30/2015,8/16/2015,N,2835 Briargate Boulevard,DICKINSON FINANCIAL CORPORATION II,96,0,1,4,0,El Paso,17820,"Colorado Springs, CO",6/15/1966,6/15/1966,6/19/2015,Stock,0,0,OCC,DIF,Dallas,KANSAS CITY,Denver,Kansas City,Western,Western,0,0,www.academybankco.com,513,873340,76383,31530,208161,0,541178,12781,0,8810,4322,309,34177,873340,699377,600891,443501,600891,85.80115597,0,0,85000,0,13486,173963,173963,0,12000,174958,-12995,0,2369,0,1535,780869,389113,572041.33,644285.5,618097,463342,0,0,0,0,8090,6600,85000,333,90562,161756,7883,90562,30021
4061,13760,266253,1055708,ACB Bank,Cherokee,OK,73728,6/30/2015,8/16/2015,NM,323 S Grand Street,"ALFALFA COUNTY BANCSHARES, INC.",3,0,0,2,1,Alfalfa,,,1/29/1908,1/1/1934,5/13/2015,Stock,0,0,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1,www.acbbank.net,21,100913,2095,251,15362,0,76510,1133,0,1501,0,0,5445,100913,92445,76399,57268,76399,80.18954409,0,0,15633,0,413,8468,8468,0,300,2667,5501,0,708,0,1560,92123,32260,98684.33,99409,89446,101775,1881,1881,0,0,4580,0,15633,0,11398,8604,1118,11398,0
